date_local,PM2.5,O3,NO2,SO2,CO
2020-04-01,4.809166599999999,0.026315875,3.4048914999999997,0.0,0.032064999999999996
2020-04-02,7.2,0.027636,6.3387685000000005,0.0,0.0875
2020-04-03,10.6191666,0.034724874999999995,10.603261,0.0,0.1729165
2020-04-04,11.415000000000001,0.036165499999999996,11.678442,0.0,0.21458349999999998
2020-04-05,10.5108334,0.021219875,2.856884,0.0,0.1125
2020-04-06,7.716666600000001,0.031809875,8.7826085,0.0,0.139583
2020-04-07,11.1108334,0.033532,11.73279,0.0,0.18125
2020-04-08,7.215000000000001,0.03813775,7.169383999999999,0.0,0.1278985
2020-04-09,4.5033334,0.03861025,2.0815215,0.0,0.025
2020-04-10,4.8025,0.028404,3.375,0.0,0.025
2020-04-11,9.7133334,0.03295,12.89221,0.0,0.20625
2020-04-12,5.3183334,0.03751275,6.153985499999999,0.0,0.1
2020-04-13,3.9183334000000003,0.030513625,3.8885870000000002,0.0,0.05
2020-04-14,4.2108334,0.0320695,4.6186595,0.0,0.033333
2020-04-15,6.8125,0.032699375,11.576992500000001,0.0,0.087138
2020-04-16,5.6049999999999995,0.03494425,7.251811999999999,0.0,0.0395835
2020-04-17,8.107499999999998,0.03383625,9.2789855,0.0,0.1
2020-04-18,9.815000000000001,0.040155,3.865036,0.0,0.0770835
2020-04-19,8.7075,0.032076625,5.884058,0.0,0.1104165
2020-04-20,2.6149999999999998,0.039289000000000004,4.620471,0.0,0.039583
2020-04-21,3.6174999999999997,0.037926875,2.0380435,0.0,0.0041665
2020-04-22,5.5141666,0.03370925,13.839673999999999,0.0,0.11458299999999999
2020-04-23,6.6183334,0.03049125,13.0625,0.0,0.1770835
2020-04-24,10.616666599999999,0.03508950000000001,3.8840579999999996,0.0,0.12083350000000001
2020-04-25,8.013912999999999,0.039229875,4.415761,0.0,0.1145835
2020-04-26,4.905,0.035149625000000004,1.9882250000000001,0.0,0.08124999999999999
2020-04-27,4.0,0.036108,6.133151999999999,0.0,0.0833335
2020-04-28,5.2158334,0.039064125,9.564312,0.0,0.160417
2020-04-29,5.2091666000000005,0.043483875000000005,6.1875,-0.25,0.125
2020-04-30,2.1166666,0.029249250000000004,4.8396740000000005,-0.03245325,0.0979165
2020-05-01,3.7141666,0.02861725,4.2762685000000005,0.0,0.12291650000000001
2020-05-02,6.8175,0.041442999999999994,6.9094204999999995,0.0,0.1979165
2020-05-03,6.2058334,0.04169249999999999,3.3451085000000003,0.0,0.11666699999999999
2020-05-04,2.2166666,0.030476125,2.2065215,0.0,0.0583335
2020-05-05,3.3175,0.035899625000000004,2.2074275,0.0,0.008333
2020-05-06,4.8041666,0.0315535,5.5208335,0.0,0.05
2020-05-07,3.7033334000000004,0.036690875000000005,10.221920500000001,0.0,0.1354165
2020-05-08,5.7058334,0.030850625,5.690217499999999,0.0,0.070833
2020-05-09,3.6049999999999995,0.030386875,4.175725,0.0,0.041667
2020-05-10,3.505,0.0342815,4.648551,0.0,0.09375
2020-05-11,2.3066666,0.02633775,2.3686594999999997,0.0,0.00625
2020-05-12,5.9066666,0.029160125000000002,9.014492500000001,0.0,0.10625000000000001
2020-05-13,7.7125,0.038823125,12.613225,0.0,0.1708335
2020-05-14,8.003333399999999,0.0334075,10.058877,0.0,0.2083335
2020-05-15,8.415000000000001,0.032418375,6.754529,0.0,0.2125
2020-05-16,7.1116665999999995,0.03620575,7.802536,0.0,0.22291650000000002
2020-05-17,8.6,0.03767925,6.2708335,0.0,0.2041665
2020-05-18,7.404999999999999,0.03327025,7.768116000000001,0.0,0.210417
2020-05-19,4.4016666,0.03823575,4.52588,-0.065,0.1104165
2020-05-20,4.202500000000001,0.036772624999999996,5.0969204999999995,0.0,0.1
2020-05-21,4.2086956,0.028538499999999998,6.956439,0.0,0.14248149999999998
2020-05-22,6.7016666,0.023100375000000003,8.570651999999999,0.0,0.2041665
2020-05-23,10.015,0.034017375,8.6096015,0.0,0.30000000000000004
2020-05-24,9.61,0.036992,6.951992499999999,0.0,0.28958300000000003
2020-05-25,7.7141666,0.032150625,5.2413045,,0.2270835
2020-05-26,9.316666600000001,0.033407000000000006,9.369565,-0.5,0.29583349999999997
2020-05-27,7.116666599999999,0.032302875,8.106883999999999,0.2268635,0.21988649999999998
2020-05-28,4.9083334,0.034356125,7.201992500000001,0.12593175,0.204348
2020-05-29,6.608333399999999,0.030103874999999995,6.048913000000001,0.0,0.210417
2020-05-30,6.118394615384616,0.027265875000000002,4.0244565,0.0,0.15625
2020-05-31,4.5091666,0.036528374999999995,1.2998185,0.0,0.0708335
