date_local,PM2.5,O3,SO2
2020-04-01,,0.03863275,0.0650018
2020-04-02,,0.03810366666666667,0.0077776
2020-04-03,,0.034167499999999996,0.0
2020-04-04,,0.03806908333333334,0.0006944
2020-04-05,,0.03205683333333333,0.014166800000000002
2020-04-06,,0.034268,0.0177726
2020-04-07,,0.04054074999999999,0.1559028
2020-04-08,,0.03735783333333334,0.0002214
2020-04-09,,0.041188999999999996,6.939999999999999e-05
2020-04-10,,0.03359441666666667,0.0002098
2020-04-11,,0.033836,0.0949304
2020-04-12,,0.04357325,0.136383
2020-04-13,,0.041410333333333334,0.0032940000000000005
2020-04-14,,0.041432000000000004,0.012847
2020-04-15,,0.04109575,0.015954199999999998
2020-04-16,,0.03945024999999999,0.094468
2020-04-17,,0.04105683333333334,0.1085418
2020-04-18,,0.03650575,0.0019444
2020-04-19,,0.04110466666666667,0.1607638
2020-04-20,,0.03684675,0.0859208
2020-04-21,,0.03828299999999999,0.012332200000000001
2020-04-22,,0.03799508333333334,0.0235882
2020-04-23,,0.032435000000000005,0.18368060000000003
2020-04-24,,0.028548333333333325,0.0009722
2020-04-25,,0.03466375,0.0830554
2020-04-26,,0.03829158333333333,0.031944600000000004
2020-04-27,,0.03439783333333333,0.0005185999999999999
2020-04-28,,0.032078916666666665,0.020347399999999998
2020-04-29,,0.03532208333333334,0.09133280000000002
2020-04-30,,0.036510916666666664,0.005138800000000001
2020-05-01,,0.04442200000000001,0.00041660000000000004
2020-05-02,,0.03590366666666667,0.025972000000000002
2020-05-03,,0.04264316666666667,0.09111100000000001
2020-05-04,,0.03622275,0.0075628
2020-05-05,,0.03640683333333333,0.0082752
2020-05-06,,0.03129258333333333,0.0293302
2020-05-07,,0.03978875,0.0915154
2020-05-08,,0.0375945,0.007621600000000001
2020-05-09,,0.030077750000000004,0.009027799999999999
2020-05-10,,0.039626,0.3202082
2020-05-11,,0.034298999999999996,0.0665506
2020-05-12,,0.03924316666666667,0.029166800000000003
2020-05-13,,0.034514750000000004,0.09889299999999998
2020-05-14,,0.04041516666666666,0.1129166
2020-05-15,,0.04212575,0.17694459999999998
2020-05-16,,0.039636583333333336,0.009375
2020-05-17,,0.040840499999999995,0.016597
2020-05-18,,0.03955025,0.025170000000000005
2020-05-19,,0.034954,0.07034699999999999
2020-05-20,,0.032849416666666666,0.1046696
2020-05-21,5.1,0.028534583333333332,0.0714582
2020-05-22,,0.030106750000000005,0.061597400000000004
2020-05-23,,0.03082316666666667,0.0
2020-05-24,6.2,0.03232783333333334,0.013403000000000002
2020-05-25,,0.0219135,0.0035418
2020-05-26,,0.021289000000000002,0.0
2020-05-27,1.7,0.02104733333333333,0.0
2020-05-28,,0.017422833333333332,-0.00013879999999999999
2020-05-29,,0.017187499999999998,-0.0001482
2020-05-30,5.0,0.037018999999999996,-0.000625
2020-05-31,,0.030784583333333327,0.0
