date_local,PM2.5,PM10,O3,NO2,SO2,CO
2020-04-01,4.815724666666666,,0.029720499999999997,9.376984333333333,0.31664349999999997,0.1195005
2020-04-02,2.406111066666666,,0.026674249999999997,6.45202,0.3699306,0.17854350000000002
2020-04-03,2.069999933333333,,0.0332045,5.319444333333333,0.329126,0.13025
2020-04-04,5.674999999999997,,0.02923925,4.007936666666667,0.2535068,0.13147
2020-04-05,6.6833333999999995,,0.02658625,7.430555333333333,0.28774310000000003,0.1924165
2020-04-06,3.2127777333333327,,0.0297645,9.388889,0.3274519,0.182
2020-04-07,4.377632866666667,,0.03189275,11.267316,0.4107291,0.19509100000000001
2020-04-08,6.638067666666667,,0.02816625,12.986111333333334,0.3885894,0.2241665
2020-04-09,4.7127778,,0.033392000000000005,9.182539666666669,0.4254573,0.18787500000000001
2020-04-10,2.5811111333333323,,0.028565,5.564934999999999,0.4400992,0.1614925
2020-04-11,2.7505555333333334,,0.0328405,4.222222333333334,0.3028473,0.163854
2020-04-12,6.274444399999999,,0.041396999999999996,6.861111333333334,0.2582192,0.1885
2020-04-13,6.107777800000003,,0.03877525,3.568542666666666,0.3069445,0.034612000000000004
2020-04-14,3.4453382000000006,,0.037257,6.472222333333334,0.31406239999999996,0.10761475000000001
2020-04-15,4.513888866666666,,0.03616225,9.152777666666667,0.3140387,0.12676025000000002
2020-04-16,4.939716733333333,,0.036047,8.048556999999999,0.3155026,0.117367
2020-04-17,5.5488888666666645,,0.041389249999999995,6.458333333333333,0.26875,0.11281250000000001
2020-04-18,4.645555533333334,,0.03370475,9.611111,0.30587620000000004,0.11501025
2020-04-19,8.035000000000002,,0.04668649999999999,5.541125666666666,0.37788190000000005,0.106826
2020-04-20,4.6077778,,0.030245499999999998,10.138889,0.38826400000000005,0.10501049999999999
2020-04-21,5.145555533333335,,0.037357249999999995,10.883838666666668,0.4444973,0.1268305
2020-04-22,4.107777733333333,,0.03967375,4.443001333333334,0.3449312000000001,0.0478015
2020-04-23,5.540050533333334,,0.040993749999999995,8.291666666666666,0.4069792,0.17752099999999998
2020-04-24,9.373888933333332,,0.02648575,15.125,0.3768218,0.228354
2020-04-25,9.6833334,,0.0370315,12.057720000000002,0.4386112,0.18767825
2020-04-26,6.841666666666669,,0.03909625,6.597222333333332,0.314514,0.09249974999999999
2020-04-27,2.9144444666666667,,0.038253249999999996,4.375,0.3033386,0.061302
2020-04-28,4.1147826,,0.03418325,7.339285666666666,0.2938942,0.09442425
2020-04-29,5.634444466666666,,0.031042749999999997,8.680555666666665,0.29657089999999997,0.13860425
2020-04-30,7.642777800000001,,0.032501749999999996,5.696428666666667,0.2711338,0.080844
2020-05-01,,,,,,0.1
2020-05-03,8.733333333333336,11.0,,,,
2020-05-06,3.9999999999999996,7.0,,,,
2020-05-09,3.266666666666667,3.5,,,,
2020-05-12,3.8,6.0,,,,
2020-05-15,9.25,13.5,,,,
2020-05-18,7.7,12.0,,,,
2020-05-21,4.266666666666665,19.0,,,,
2020-05-24,5.9,20.0,,,,
2020-05-27,5.4,15.0,,,,
2020-05-30,3.6999999999999993,14.0,,,,
2020-05-31,4.4,,,,,
