date_local,PM2.5,O3,NO2,CO
2020-04-01,6.7083333,0.03770225,15.75,0.3541665
2020-04-02,7.920833333333333,0.0250915,14.470833,0.38125
2020-04-03,7.121031666666666,0.011962750000000001,7.370833,0.354167
2020-04-04,7.153333299999998,0.0087455,3.358333,0.23125
2020-04-05,12.0041667,0.012772499999999999,9.795,0.35302999999999995
2020-04-06,13.411287800000002,0.016211,14.966667,0.533333
2020-04-07,13.2096212,0.021630500000000004,10.541667,0.4458335
2020-04-08,22.203282833333333,0.024363500000000003,12.45,0.4875
2020-04-09,15.694444500000001,0.019608,10.377273,0.431612
2020-04-10,10.5305555,0.028877,10.045833,0.38125
2020-04-11,13.008333400000001,0.022903,10.891667,0.4625
2020-04-12,10.902971000000003,0.033236,2.422727,0.3125905
2020-04-13,4.6616667000000005,0.03549825,7.680952,0.23200749999999998
2020-04-14,5.262499999999998,0.033080250000000005,4.345833,0.2041665
2020-04-15,6.4075000000000015,0.034348750000000004,12.5625,0.25
2020-04-16,9.0,0.042979250000000004,16.641667,0.3666665
2020-04-17,9.013690500000001,0.022674749999999997,12.195833,0.3854165
2020-04-18,10.709999999999999,0.0182995,7.416667,0.30208349999999995
2020-04-19,10.6616667,0.029130999999999997,7.495455,0.3747285
2020-04-20,12.7058333,0.038071499999999994,14.4,0.4875
2020-04-21,15.758333400000001,0.038404999999999995,14.341667,0.489583
2020-04-22,19.8066667,0.015366249999999998,12.691667,0.5520835
2020-04-23,7.915833299999998,0.040749499999999994,12.2625,0.46578949999999997
2020-04-24,9.657500000000002,0.04695475,11.0375,0.37083299999999997
2020-04-25,6.0649999999999995,0.03974675,8.8875,0.30625
2020-04-26,8.8085606,0.0425225,11.277273,0.440036
2020-04-27,9.016666699999998,0.041002250000000004,12.054545,0.4238635
2020-04-28,16.653333300000003,0.03161825,9.733333,0.514583
2020-04-29,6.960000000000001,0.040148,5.204545,0.340341
2020-04-30,6.3108334,0.046850249999999996,18.579167,0.375
2020-05-01,6.004166699999999,0.05193875,16.945833,0.45416650000000003
2020-05-02,6.153333299999998,0.04022925,6.8875,0.454167
2020-05-03,7.959999999999999,0.0363565,6.63,0.44109849999999995
2020-05-04,15.357272700000001,0.0355585,9.4875,0.45416650000000003
2020-05-05,12.911666700000001,0.041426500000000005,9.529167,0.4166665
2020-05-06,5.714166700000002,0.04423975,21.058333,0.36250000000000004
2020-05-07,9.5083333,0.03788425,16.095833,0.458333
2020-05-08,9.565000000000001,0.03808775,5.504167,0.36041650000000003
2020-05-09,5.407500000000001,0.038546250000000004,10.479167,0.36250000000000004
2020-05-10,8.109166700000001,0.039103,11.618182,0.395471
2020-05-11,8.0041667,0.04567525,15.75,0.4107955
2020-05-12,5.2541666,0.026807499999999998,18.083333,0.483333
2020-05-13,7.7058333,0.027452499999999998,12.741667,0.479167
2020-05-14,7.152970999999999,0.03400575,10.925,0.47708300000000003
2020-05-15,11.850833300000001,0.0328755,12.133333,0.485417
2020-05-16,2.7541667,0.0365395,2.154167,0.3104165
2020-05-17,4.8549999999999995,0.033940750000000006,6.672727,0.35380449999999997
2020-05-18,8.9075,0.0478995,19.920833,0.5979165
2020-05-19,11.161666599999998,0.0388685,14.841667,0.520833
2020-05-20,18.1175,0.03229625,10.95,0.5375
2020-05-21,16.0566667,0.0292025,11.116667,0.5333335
2020-05-22,15.258333299999999,0.028812,9.025,0.5270835
2020-05-23,12.3633333,0.025357499999999998,5.770833,0.485417
2020-05-24,7.7016666,0.029787249999999998,3.913636,0.425362
2020-05-25,3.403333399999999,0.027376249999999998,6.3125,0.3770835
2020-05-26,4.523611166666667,0.02698225,6.879167,0.3875
2020-05-27,6.580235000000001,0.03127075,11.265217,0.48904000000000003
2020-05-28,5.516666699999999,0.025634749999999998,12.641667,0.485417
2020-05-29,5.455833299999999,0.0381715,8.316667,0.42500000000000004
2020-05-30,6.903333399999999,0.040029749999999996,11.741667,0.439583
2020-05-31,11.1091667,0.033259,10.67,0.50625
