date_local,PM2.5,O3,SO2
2020-04-01,5.3108334,0.03882225,0.22055560000000002
2020-04-02,3.6016666,0.03383425,0.194375
2020-04-03,2.4759258888888893,0.029988499999999998,0.13361099999999998
2020-04-04,4.2058334,0.0350475,0.2052084
2020-04-05,5.1166666,0.03276,0.2049998
2020-04-06,3.223148111111111,0.03640425,0.20756940000000004
2020-04-07,4.8191666,0.04423124999999999,0.2633442
2020-04-08,5.1091666,0.03667325,0.212644
2020-04-09,4.990740777777778,0.03623925,0.20013899999999998
2020-04-10,2.2150000000000003,0.034037250000000005,0.18902800000000003
2020-04-11,3.8041666,0.037621749999999995,0.2312502
2020-04-12,6.7333333333333325,0.042049,0.3738888
2020-04-13,3.415,0.040823250000000005,0.1911804
2020-04-14,4.0024999999999995,0.040213500000000006,0.1914204
2020-04-15,4.932870333333335,0.04031575,0.21430539999999998
2020-04-16,5.0024999999999995,0.03663399999999999,0.2056248
2020-04-17,7.5058334,0.03976475,0.22759820000000003
2020-04-18,6.369444444444445,0.038940749999999996,0.2104166
2020-04-19,9.0108334,0.04236325,0.26951400000000003
2020-04-20,4.7108334,0.03494175,0.22263900000000003
2020-04-21,5.6000000000000005,0.033665,0.5165278
2020-04-22,4.515,0.040807750000000004,0.22569440000000002
2020-04-23,6.2041666,0.03813475,0.3909724
2020-04-24,6.868518555555557,0.02638525,0.5549305999999999
2020-04-25,10.3158334,0.039322249999999996,0.492014
2020-04-26,4.6033333999999995,0.04134525,0.3747916
2020-04-27,2.926388888888889,0.034924000000000004,0.19916660000000003
2020-04-28,5.8008334,0.03529775,0.28201399999999993
2020-04-29,6.8183334,0.0371385,0.500972
2020-04-30,3.5578703333333337,0.03655125,0.2045832
2020-05-01,3.2008334000000005,0.03260175,0.1959722
2020-05-02,4.5041666,0.0369865,0.2179166
2020-05-03,5.7268518888888895,0.045747750000000004,0.2709826
2020-05-04,2.9083334,0.031352000000000005,0.2191668
2020-05-05,3.7008334000000005,0.032227500000000006,0.20055560000000003
2020-05-06,4.932870333333335,0.032691,0.300486
2020-05-07,4.2116666,0.0395045,0.2067362
2020-05-08,3.7175000000000002,0.030285666666666666,0.21585780000000004
2020-05-09,1.5703703333333336,,0.20395820000000003
2020-05-10,4.7116666,,0.21472220000000003
2020-05-11,7.1183334,0.029476000000000002,0.42312500000000003
2020-05-12,3.5296296666666667,0.034918500000000005,0.22868060000000004
2020-05-13,5.0016666,0.03587074999999999,0.3263196
2020-05-14,6.2016666,0.042832,0.3753118
2020-05-15,8.08472222222222,0.03917225,0.3079862
2020-05-16,4.217499999999999,0.03529475,0.1663888
2020-05-17,6.51,0.0397405,0.28020839999999997
2020-05-18,6.724074111111111,0.03277875,0.3185416
2020-05-19,4.7058334,0.0387745,0.3664584000000001
2020-05-20,5.0166666,0.039114,0.3673596
2020-05-21,4.542592555555556,0.043462,0.38867139999999994
2020-05-22,9.3025,0.038142749999999996,0.4237502
2020-05-23,6.0058334,0.03954975,0.33368040000000004
2020-05-24,5.703240777777778,0.038723,0.3158334
2020-05-25,5.3041666,0.030382,0.3000696
2020-05-26,9.4175,0.042521500000000004,0.3773612
2020-05-27,6.794907444444444,0.039321999999999996,0.3645832
2020-05-28,5.2008334000000005,0.020727000000000002,0.1972064
2020-05-29,6.708333400000001,0.029166749999999998,0.0841666
2020-05-30,7.064351888888889,0.03397325,0.085278
2020-05-31,2.1058334000000003,0.02722075,0.11145840000000003
