date_local,PM2.5,O3,SO2
2020-04-01,5.1008334,0.038002749999999995,1.0023438
2020-04-02,3.2125,0.04192625,0.9992753999999999
2020-04-03,2.7116666,0.02989475,0.9581367999999999
2020-04-04,3.9041666,0.029064,0.9985508
2020-04-05,10.115,0.028437999999999998,1.0353828
2020-04-06,5.5175,0.027664499999999998,1.0893802000000001
2020-04-07,8.9158334,0.03326825,1.213975
2020-04-08,6.1049999999999995,0.0315435,1.0354864
2020-04-09,5.809166599999999,0.04012275,1.002174
2020-04-10,3.215,0.03842225,1.0
2020-04-11,4.0133334,0.03226775,0.9927536
2020-04-12,9.118333400000001,0.037713250000000004,1.0
2020-04-13,4.04375,0.045000000000000005,1.0
2020-04-14,3.7091666000000005,0.0417415,0.80215175
2020-04-15,13.1066666,0.04019825,0.9374806
2020-04-16,5.404166600000001,0.03434575,0.565652
2020-04-17,8.3066666,0.0322235,1.0303104
2020-04-18,6.5091666,0.029059250000000002,0.9487164
2020-04-19,7.6,0.03539925,1.0324844
2020-04-20,,0.0310615,1.2909793999999999
2020-04-21,,0.033310000000000006,1.002174
2020-04-22,,0.03179325,0.9631216
2020-04-23,,0.029922499999999998,1.4796688
2020-04-24,,0.022435250000000004,0.8652794
2020-04-25,,0.03285825,1.0
2020-04-26,,0.03482225,0.9588614
2020-04-27,,0.03235825,0.9523396
2020-04-28,5.3,0.031036,1.0014492000000002
2020-04-29,6.5066666,0.032920500000000005,1.0007325999999999
2020-04-30,4.416666600000001,0.03811025,0.598644
