date_local,O3
2020-04-01,0.035541666666666666
2020-04-02,0.042694750000000004
2020-04-03,0.03078725
2020-04-04,0.02475025
2020-04-05,0.02723125
2020-04-06,0.0280865
2020-04-07,0.033637
2020-04-08,0.03629375
2020-04-09,0.040252500000000004
2020-04-10,0.038437
2020-04-11,0.0310085
2020-04-12,0.03967425
2020-04-13,0.04039925
2020-04-14,0.04048125
2020-04-15,0.03939325
2020-04-16,0.034896250000000004
2020-04-17,0.03590625
2020-04-18,0.025886250000000003
2020-04-19,0.03586775
2020-04-20,0.03310875
2020-04-21,0.0365935
2020-04-22,0.03154225
2020-04-23,0.0339075
2020-04-24,0.02165875
2020-04-25,0.03691825
2020-04-26,0.03729575
2020-04-27,0.03254825
2020-04-28,0.034156000000000006
2020-04-29,0.03916675
2020-04-30,0.041446
