date_local,PM2.5,O3,NO2,CO
2020-04-30,,0.034,,
2020-05-01,5.718333400000001,0.0328895,4.204348,0.302174
2020-05-02,1.6133334000000001,0.023479749999999997,1.765217,0.3
2020-05-03,5.0,0.03604399999999999,3.130435,0.304348
2020-05-04,7.1049999999999995,0.03677325,6.817391,0.3424815
2020-05-05,4.7016666,0.03268775,3.195455,0.232197
2020-05-06,9.508333400000001,0.03331025,7.365217,0.2211955
2020-05-07,15.016666599999999,0.0278945,12.543478,0.291395
2020-05-08,12.813913,0.0343715,9.7,0.27386350000000004
2020-05-09,8.5,0.041159499999999995,1.952174,0.2
2020-05-10,7.315,0.04267975,1.395652,0.2
2020-05-11,4.3136842,0.0351885,4.547059,0.212395
2020-05-12,4.5083334,0.039188749999999994,2.895652,0.2
2020-05-13,5.3066666,0.02762725,4.222727,0.2
2020-05-14,3.3066666,0.02700775,2.936364,0.1977275
2020-05-15,3.105,0.0351945,2.75,0.19444450000000002
2020-05-16,1.7183334,0.02133825,1.617391,0.195652
2020-05-17,4.4116666,0.03502275,1.134783,0.197826
2020-05-18,3.6133333999999997,0.036204,2.252174,0.195652
2020-05-19,4.9116666,0.03351325,2.9,0.18695650000000003
2020-05-20,6.813912999999999,0.02796625,4.143478,0.1809785
2020-05-21,8.7183334,0.0305675,3.182609,0.195652
2020-05-22,8.3066666,0.03141825,3.773913,0.2
2020-05-23,10.613333399999998,0.0294465,4.065217,0.20634049999999998
2020-05-24,12.209999999999999,0.030088,4.03913,0.20217400000000002
2020-05-25,12.113333399999998,0.02779325,6.082609,0.244565
2020-05-26,12.1147826,0.021724,7.908696,0.240489
2020-05-27,10.9116666,0.02647575,5.4,0.219112
2020-05-28,3.8066666,0.03127875,2.586957,0.195652
2020-05-29,2.9033334,0.029858499999999996,2.204348,0.2
2020-05-30,3.7016666000000003,0.029063,1.973913,0.2
2020-05-31,3.8066666,0.0297845,2.1,0.2
