date_local,O3
2020-04-01,0.040897
2020-04-02,0.04274375
2020-04-03,0.030787500000000002
2020-04-04,0.029748499999999997
2020-04-05,0.0301215
2020-04-06,0.036886749999999996
2020-04-07,0.036695500000000006
2020-04-08,0.0325
2020-04-09,0.0415675
2020-04-10,0.0397645
2020-04-11,0.0397995
2020-04-12,0.041464
2020-04-13,0.03958175
2020-04-14,0.041909249999999995
2020-04-15,0.041523500000000005
2020-04-16,0.039649
2020-04-17,0.038469249999999997
2020-04-18,0.0345805
2020-04-19,0.042528250000000004
2020-04-20,0.038459
2020-04-21,0.036883
2020-04-22,0.039119749999999995
2020-04-23,0.0348675
2020-04-24,0.0268155
2020-04-25,0.0382055
2020-04-26,0.0379055
2020-04-27,0.034216250000000004
2020-04-28,0.03728825
2020-04-29,0.038989750000000004
2020-04-30,0.03882624999999999
2020-05-01,0.036817249999999996
2020-05-02,0.03783625
2020-05-03,0.041744
2020-05-04,0.038472
2020-05-05,0.038274999999999997
2020-05-06,0.030870999999999996
2020-05-07,0.04192275
2020-05-08,0.03097775
2020-05-09,0.030577749999999997
2020-05-10,0.040447250000000004
2020-05-11,0.02891775
2020-05-12,0.036091
2020-05-13,0.041212
2020-05-14,0.038216
2020-05-15,0.044466000000000006
2020-05-16,0.039100249999999996
2020-05-17,0.0385675
2020-05-18,0.039422
2020-05-19,0.0375225
2020-05-20,0.03535
2020-05-21,0.03269875
2020-05-22,0.025839499999999998
2020-05-23,0.02795575
2020-05-24,0.03276375
2020-05-25,0.022
2020-05-26,0.02234575
2020-05-27,0.022153250000000003
2020-05-28,0.01495
2020-05-29,0.02203425
2020-05-30,0.037692
2020-05-31,0.02733333333333333
