date_local,PM2.5,O3,SO2
2020-04-01,3.9158333999999995,0.037701,0.1324304
2020-04-02,3.9191665999999996,0.03743775,0.21008339999999998
2020-04-03,2.449074111111111,0.030112,0.10895839999999998
2020-04-04,6.8125,0.0301715,0.10624980000000002
2020-04-05,7.1,0.02680875,0.17027799999999998
2020-04-06,3.4430555555555555,0.036188750000000006,0.199194
2020-04-07,5.0175,0.04293675,0.2812498
2020-04-08,6.118333399999999,0.03607675,0.1003472
2020-04-09,5.374537,0.037446499999999994,0.1027084
2020-04-10,2.4174999999999995,0.03493025,0.132847
2020-04-11,4.6141666,0.0353615,0.19333340000000002
2020-04-12,5.5662036666666665,0.04396575,0.28062519999999996
2020-04-13,2.2,0.04008475,0.112778
2020-04-14,4.1041666,0.04168125,0.1619446
2020-04-15,6.278703666666666,0.039235,0.19158360000000002
2020-04-16,4.7116666,0.0359335,0.2006944
2020-04-17,6.9183334,0.038899500000000004,0.23055560000000003
2020-04-18,6.624074111111112,0.0429145,0.20305559999999998
2020-04-19,9.310833400000002,0.040777999999999995,0.22618060000000004
2020-04-20,4.0033334,0.03361725,0.19952560000000003
2020-04-21,3.664814777777778,0.0371465,0.19368059999999998
2020-04-22,4.9158334,0.039062,0.2177778
2020-04-23,5.5075,0.035286250000000005,0.2870834
2020-04-24,6.3981481111111105,0.034217,0.2351388
2020-04-25,5.1133334,0.038345250000000004,0.22812500000000005
2020-04-26,6.0091666,0.0335245,0.16486119999999999
2020-04-27,4.466666666666667,0.024146,0.1173956
2020-04-28,4.8125,0.0332275,0.1799306
2020-04-29,5.7166666,0.043195,0.1911806
2020-04-30,3.833333333333334,0.04085725,0.09916080000000001
2020-05-01,4.7157894,0.02477575,0.09163740000000001
2020-05-02,5.0016666,0.03445625,0.1887996
2020-05-03,5.172222222222222,0.04455075,0.210764
2020-05-04,3.013913,0.03028925,0.11986120000000003
2020-05-05,3.4016666,0.0296935,0.1597916
2020-05-06,4.1518518888888885,0.027076,0.19388880000000003
2020-05-07,4.6108334,0.03437925,0.21861099999999997
2020-05-08,2.9083334,0.032282000000000005,0.1974306
2020-05-09,1.7191665999999999,0.03049175,0.20229179999999997
2020-05-10,5.3158334,0.03594225,0.2783334
2020-05-11,6.9183334,0.0247845,0.2022916
2020-05-12,3.7916666666666665,0.0308265,0.2599306
2020-05-13,4.8175,0.03004325,0.23118059999999999
2020-05-14,5.2075000000000005,0.036308499999999994,0.260818
2020-05-15,5.975463,0.0357195,0.1697918
2020-05-16,5.205,0.026393999999999997,0.09875
2020-05-17,7.3158334,0.029918499999999997,0.100625
2020-05-18,5.240277777777778,0.028352000000000002,0.0660868
2020-05-19,5.115,0.0344135,0.0893056
2020-05-20,4.3,0.03509875,0.1000694
2020-05-21,4.640740777777777,0.0395535,0.11895839999999999
2020-05-22,6.905833400000001,0.03673725,0.11076400000000002
2020-05-23,6.404999999999999,0.036137,0.1297224
2020-05-24,4.51435188888889,0.0405205,0.10243060000000001
2020-05-25,7.3175,0.0307145,0.1334026
2020-05-26,8.517142799999998,0.03916025,0.16511019999999998
2020-05-27,8.088888888888889,0.04118425,0.1336442
2020-05-28,3.6174999999999997,0.024016500000000003,0.10145840000000002
2020-05-29,4.6,0.0328995,0.1045594
2020-05-30,3.3013888888888885,0.03101475,0.0123612
2020-05-31,1.8141666,0.030262249999999997,0.0698612
