date_local,PM2.5,O3
2020-04-01,3.2016666000000003,0.02941325
2020-04-02,2.4033334,0.040916999999999995
2020-04-03,1.0166666,0.03672375
2020-04-04,1.5083334000000002,0.026948
2020-04-05,4.4116666,0.03175675
2020-04-06,4.214286,0.03425375
2020-04-07,5.916667,0.027709249999999998
2020-04-08,3.3066666,0.033432
2020-04-09,6.1049999999999995,0.036755
2020-04-10,3.8066666,0.0366455
2020-04-11,6.3066666,0.0325295
2020-04-12,10.008333400000001,0.03244325
2020-04-13,2.4116665999999998,0.035765250000000005
2020-04-14,4.0166666,0.03725025
2020-04-15,4.7016666,0.038040500000000005
2020-04-16,6.401818199999999,0.03157375
2020-04-17,8.5,0.030861249999999996
2020-04-18,6.805217399999999,0.030153
2020-04-19,6.0,0.0294935
2020-04-20,8.3066666,0.0325135
2020-04-21,6.813912999999999,0.03685525
2020-04-22,3.105,0.040095750000000006
2020-04-23,5.0,0.02762375
2020-04-24,2.6133334,0.021397
2020-04-25,4.0083334,0.030583249999999996
2020-04-26,1.9116665999999998,0.02709925
2020-04-27,3.1133334,0.02671525
2020-04-28,4.0,0.020578500000000003
2020-04-29,5.2016666,0.0355245
2020-04-30,2.605,0.03470975
2020-05-01,2.21,0.029242
2020-05-02,2.605,0.038398
2020-05-03,6.2016666,0.036113
2020-05-04,4.0083334,0.03349825
2020-05-05,3.1133334,0.028215
2020-05-06,3.2016666000000003,0.02797725
2020-05-07,3.8139130000000003,0.039665
2020-05-08,4.8066666,0.029919750000000002
2020-05-09,4.3149999999999995,0.026252499999999998
2020-05-10,5.1049999999999995,0.03206325
2020-05-11,3.2183334,0.02938975
2020-05-12,2.9116665999999998,0.02947175
2020-05-13,4.8149999999999995,0.03156875
2020-05-14,8.5,0.03053875
2020-05-15,8.5,0.043735
2020-05-16,4.3066666,0.0387645
2020-05-17,4.21,0.03142525
2020-05-18,4.5166666,0.032125749999999995
2020-05-19,4.5083334,0.036539999999999996
2020-05-20,4.212174,0.03310575
2020-05-21,7.113333399999999,0.02974775
2020-05-22,1.9033334,0.014756
2020-05-23,4.3149999999999995,0.026598499999999997
2020-05-24,7.0,0.021864500000000002
2020-05-25,5.9033334,0.02379825
2020-05-26,6.272727,0.020966500000000002
2020-05-27,,0.01799425
2020-05-28,,0.0152045
2020-05-29,7.636364,0.025689500000000004
2020-05-30,5.1049999999999995,0.036809249999999995
2020-05-31,3.2183334,0.02916675
