date_local,PM2.5,O3,NO2,SO2,CO
2020-04-01,,0.033589,8.491667,0.36562500000000003,0.3333335
2020-04-02,,0.034466250000000004,16.8125,0.4864585,0.4083335
2020-04-03,7.550000000000002,0.034119750000000004,25.420833,0.5690992500000001,0.470833
2020-04-04,,0.0333655,20.879167,0.5958334999999999,0.5041665
2020-04-05,,0.0365635,15.42381,0.7010415,0.570635
2020-04-06,15.35,0.037634,18.466667,0.57337675,0.5291665
2020-04-07,,0.0316465,16.341667,0.515625,0.525
2020-04-08,,0.024359,13.370833,0.4197915,0.5145835
2020-04-09,7.000000000000001,0.03940825,13.329167,0.37083350000000004,0.391667
2020-04-10,,0.041849250000000005,9.308333,0.4822915,0.291667
2020-04-11,,0.0360735,15.3125,0.67267075,0.48125
2020-04-12,16.999999999999996,0.023780749999999996,5.838095,0.5145835000000001,0.504365
2020-04-13,,0.03553775,10.820833,0.3474743333333333,0.4375
2020-04-14,,0.03449875,11.2375,0.3729165,0.40208350000000004
2020-04-15,4.45,0.0431965,11.6625,0.3770835,0.36041650000000003
2020-04-16,,0.0352695,17.954167,0.5604165,0.41041700000000003
2020-04-17,,0.0356745,18.975,0.6020835,0.6333329999999999
2020-04-18,6.8,0.033618749999999996,10.033333,0.5697915,0.41874999999999996
2020-04-19,,0.01828775,10.452381,0.4979165,0.47777800000000004
2020-04-20,,0.02813475,14.245833,0.57207775,0.4895835
2020-04-21,7.5,0.0343235,18.416667,0.49999999999999994,0.49583350000000004
2020-04-22,,0.0357475,25.2125,0.5854164999999999,0.5291665
2020-04-23,,0.031987249999999995,16.479167,0.4104165,0.55625
2020-04-24,5.0,0.02435325,14.45,0.4895835,0.5687500000000001
2020-04-25,,0.03393625,13.741667,0.5291665,0.5708335
2020-04-26,,0.04006825,4.652381,0.4864585,0.350794
2020-04-27,5.1499999999999995,0.0341225,14.89,0.7194805,0.425
2020-04-28,,0.03197475,26.145833,0.8197915,0.6812499999999999
2020-04-29,,0.034376500000000004,18.7875,0.5812499999999999,0.577083
2020-04-30,4.4,0.025426,16.7,0.4947915,0.5333335
2020-05-01,,0.035016000000000005,19.170833,0.665625,0.533333
2020-05-02,,0.04094475,20.745833,0.690625,0.639583
2020-05-03,,0.044516749999999994,11.928571,0.7,0.5841270000000001
2020-05-04,,0.039448750000000005,18.383333,0.7032465000000001,0.5666665
2020-05-05,,0.036992,14.0125,0.6010415,0.5666665
2020-05-06,,0.037760499999999995,11.079167,0.5916664999999999,0.39791699999999997
2020-05-07,,0.034745,15.595833,0.6854165,0.435417
2020-05-08,,0.02633775,19.916667,0.690625,0.58125
2020-05-09,,0.037232249999999995,10.270833,0.6760415,0.4041665
2020-05-10,,0.03604725,13.995238,0.7864585,0.5
2020-05-11,,0.033445,13.108333,0.68246775,0.4083335
2020-05-12,,0.03617825,20.170833,0.8568325,0.50625
2020-05-13,,0.03382225,24.220833,0.7875000000000001,0.7166665
2020-05-14,,0.035484,20.2625,0.6604165,0.6982955
2020-05-15,,0.03259425,20.995833,0.6552085000000001,0.7270829999999999
2020-05-16,,0.027571,14.866667,0.7270835,0.74375
2020-05-17,,0.024980500000000003,9.666667,0.68125,0.668254
2020-05-18,,0.0216315,15.633333,0.56623375,0.7
2020-05-19,,0.029656,15.883333,0.6239585,0.5666665
2020-05-20,,0.0189655,12.895833,0.6020835,0.558333
2020-05-21,,0.024750750000000002,16.933333,0.6593749999999999,0.6916665
2020-05-22,,0.027951749999999997,14.216667,0.6958335,0.6166665
2020-05-23,,0.023847,10.645833,0.6791665,0.6166665
2020-05-24,,0.0290015,9.947619,0.7645835,0.663492
2020-05-25,,0.02451175,8.8375,0.6535715,0.58125
2020-05-26,,0.02360475,11.833333,0.6239585,0.5687500000000001
2020-05-27,,0.017665,11.7,0.6214284999999999,0.5708335
2020-05-28,,0.0181265,14.065,0.6791665,0.6736745
2020-05-29,,0.0187035,15.320833,0.7677085,0.6854165000000001
2020-05-30,,0.035064750000000006,13.2625,0.8177085,0.625
2020-05-31,,0.04113175,10.761905,0.771875,0.6119045000000001
