date_local,O3
2020-04-01,0.04124275
2020-04-02,0.03884875
2020-04-03,0.033325
2020-04-04,0.03628475
2020-04-05,0.02767275
2020-04-06,0.03909175
2020-04-07,0.041100500000000005
2020-04-08,0.03266075
2020-04-09,0.03814125
2020-04-10,0.035477999999999996
2020-04-11,0.0335935
2020-04-12,0.0394065
2020-04-13,0.0408785
2020-04-14,0.0419955
2020-04-15,0.03958425
2020-04-16,0.038973749999999995
2020-04-17,0.040004750000000006
2020-04-18,0.030999250000000002
2020-04-19,0.0431435
2020-04-20,0.030782999999999998
2020-04-21,0.03244325
2020-04-22,0.03820875
2020-04-23,0.03242725
2020-04-24,0.028228
2020-04-25,0.036156
2020-04-26,0.04110475
2020-04-27,0.036182
2020-04-28,0.03497425
2020-04-29,0.0393185
2020-04-30,0.041435
2020-05-01,0.04355025
2020-05-02,0.034121
2020-05-03,0.039127
2020-05-04,0.0366825
2020-05-05,0.038903999999999994
2020-05-06,0.029062
2020-05-07,0.0364545
2020-05-08,0.0362895
2020-05-09,0.0301385
2020-05-10,0.0401305
2020-05-11,0.03074175
2020-05-12,0.039330750000000005
2020-05-13,0.037512250000000004
2020-05-14,0.036718
2020-05-15,0.036881250000000004
2020-05-16,0.037987499999999993
2020-05-17,0.0423875
2020-05-18,0.03872175
2020-05-19,0.03746275
2020-05-20,0.035585
2020-05-21,0.0288175
2020-05-22,0.02780225
2020-05-23,0.03071725
2020-05-24,0.0341325
2020-05-25,0.02458425
2020-05-26,0.023647
2020-05-27,0.022744
2020-05-28,0.0144315
2020-05-29,0.01558425
2020-05-30,0.034346
2020-05-31,0.03008275
