date_local,PM2.5,O3
2020-04-01,,0.030108
2020-04-02,,0.03029275
2020-04-03,7.6,0.032249
2020-04-04,,0.033652
2020-04-05,,0.032896499999999995
2020-04-06,16.5,0.0337505
2020-04-07,,0.026166500000000002
2020-04-08,,0.021493750000000002
2020-04-09,6.8,0.03631075
2020-04-10,,0.036373499999999996
2020-04-11,,0.0350495
2020-04-12,19.6,0.023518499999999998
2020-04-13,,0.030642999999999997
2020-04-14,,0.032709749999999996
2020-04-15,4.5,0.035660000000000004
2020-04-16,,0.029234
2020-04-17,,0.03357325
2020-04-18,6.3,0.029090500000000002
2020-04-19,,0.018813
2020-04-20,,0.028534249999999997
2020-04-21,6.6,0.0315265
2020-04-22,,0.03258275
2020-04-23,,0.02833125
2020-04-24,4.8,0.02021825
2020-04-25,,0.031046
2020-04-26,,0.03583575
2020-04-27,5.8,0.0289605
2020-04-28,,0.034780000000000005
2020-04-29,,0.034668000000000004
2020-04-30,3.9,0.023494
2020-05-01,,0.03445125
2020-05-02,,0.0362845
2020-05-03,,0.04210775
2020-05-04,,0.03423375
2020-05-05,,0.03202675
2020-05-06,,0.031677250000000004
2020-05-07,,0.030277
2020-05-08,,0.02457475
2020-05-09,,0.031848749999999995
2020-05-10,,0.0349715
2020-05-11,,0.0362385
2020-05-12,,0.032293249999999996
2020-05-13,,0.03134225
2020-05-14,,0.03478975
2020-05-15,,0.037524999999999996
2020-05-16,,0.03049925
2020-05-17,,0.027320499999999998
2020-05-18,,0.0251625
2020-05-19,,0.02731475
2020-05-20,,0.02154475
2020-05-21,,0.026557499999999998
2020-05-22,,0.02776925
2020-05-23,,0.019832000000000002
2020-05-24,,0.025940500000000002
2020-05-25,,0.02710425
2020-05-26,,0.026695499999999997
2020-05-27,,0.021775250000000003
2020-05-28,,0.018572250000000002
2020-05-29,,0.023350499999999996
2020-05-30,,0.033147499999999996
2020-05-31,,0.03674425
