date_local,PM2.5,PM10,O3,NO2,SO2,CO
2020-04-01,,,0.04245875,5.004167000000001,0.1637499,0.23673950000000002
2020-04-02,,,0.04147625,7.864583499999999,0.4859723000000001,0.18934375
2020-04-03,3.7999999999999985,17.0,0.0299105,8.404167000000001,0.2702632,0.1777465
2020-04-04,,,0.02197425,8.9541665,0.24534710000000004,0.19309375
2020-04-05,,,0.0273225,7.1958335,0.23277769999999998,0.23265650000000002
2020-04-06,4.166666666666668,,0.02691975,12.3720835,0.4450112,0.23662500000000003
2020-04-07,,,0.038397749999999994,12.606250000000001,0.22940960000000002,0.2567575
2020-04-08,,,0.03313725,7.24375,0.15756929999999997,0.24489575
2020-04-09,4.25,8.0,0.039682749999999996,6.42625,0.0633679,0.20684374999999997
2020-04-10,,,0.03675525,3.052083,0.034976,0.13905199999999998
2020-04-11,,,0.038658750000000006,5.4625,0.205868,0.15411450000000002
2020-04-12,7.1000000000000005,,0.042563250000000004,9.69375,0.48649320000000007,0.23560399999999998
2020-04-13,,,0.03707675,3.1354165000000003,0.050312600000000006,0.18022900000000003
2020-04-14,,,0.04060925,3.29375,0.1587847,0.169052
2020-04-15,5.733333333333333,,0.0344645,7.1041665,0.19015850000000004,0.17879175
2020-04-16,,,0.033083749999999995,8.32511,0.2988645,0.18563375
2020-04-17,,,0.0385525,7.643750000000001,0.2211112,0.1823855
2020-04-18,8.2,,0.04445724999999999,5.3416665000000005,0.26940980000000003,0.17559349999999999
2020-04-19,,,0.039153,4.2416665,0.15402789999999997,0.1686875
2020-04-20,,,0.0391055,9.6145835,1.479618,0.200317
2020-04-21,2.9000000000000004,5.0,0.03658275,3.2416665,0.12059020000000001,0.15591675
2020-04-22,,,0.03394725,5.185,0.3549449,0.14879900000000001
2020-04-23,,,0.03370775,8.539583499999999,0.20749999999999996,0.2321875
2020-04-24,5.3,,0.03603075,5.780702,0.1390972,0.22429125
2020-04-25,,,0.04022975,6.689582999999999,0.1414584,0.229094
2020-04-26,,,0.038415,2.6520835,0.018437600000000002,0.171104
2020-04-27,4.066666666666667,9.0,0.035977499999999996,8.621491500000001,0.13718829999999999,0.23577075000000003
2020-04-28,,,0.035263,10.125,0.22225699999999998,0.24277100000000001
2020-04-29,,,0.04308150000000001,3.8874999999999997,0.021058,0.19124525000000003
2020-04-30,2.4333333333333336,,0.042133000000000004,5.8358335,-0.0845834,0.18821749999999998
2020-05-01,,,0.0291905,4.6770830000000005,0.0958681,0.17930200000000002
2020-05-02,,,0.0343285,8.40625,0.207743,0.24560400000000002
2020-05-03,8.45,17.0,0.0429605,5.637500000000001,0.4765625,0.22353125
2020-05-04,,,0.032177250000000004,8.3830045,0.0349651,0.19486475
2020-05-05,,,0.03674075,8.210417,0.1074654,0.197646
2020-05-06,3.6,,0.03531125,5.989034999999999,0.1402085,0.203959
2020-05-07,,,0.0350815,7.3083335,0.1424949,0.18040625
2020-05-08,,,0.029205500000000002,5.4875,0.23843750000000002,0.20367724999999998
2020-05-09,1.8666666666666665,3.0,0.030381,2.9479165,0.11770830000000002,0.20258325
2020-05-10,,,0.038414000000000004,5.9,0.28572910000000007,0.192656
2020-05-11,,,0.02397325,7.114912500000001,-0.0089868,0.23279175000000002
2020-05-12,3.7999999999999994,,0.0258275,7.2250000000000005,0.2149566,0.2115065
2020-05-13,,,0.0291155,14.085416500000001,0.5932293,0.27078525
2020-05-14,,,0.03649675,12.4479165,0.22746530000000004,0.26897925
2020-05-15,7.466666666666666,12.0,0.029645750000000002,8.910416499999998,-0.012604299999999985,0.21904174999999998
2020-05-16,,,0.0300115,5.0375,-0.1054166,0.19921850000000002
2020-05-17,,,0.032637,2.841667,-0.1402431,0.19720825000000003
2020-05-18,4.8999999999999995,,0.03204575,2.886775,-0.24357930000000003,0.1666535
2020-05-19,,,0.036972,3.1716664999999997,-0.1758792,0.1637615
2020-05-20,,,0.04318625,5.199123,-0.09927089999999998,0.1508515
2020-05-21,4.433333333333334,,0.04454425000000001,7.570833499999999,0.0320938,0.16935224999999998
2020-05-22,,,0.0335345,8.7333335,0.2570139,0.22070800000000002
2020-05-23,,,0.028548749999999998,6.2125,0.2659028,0.214844
2020-05-24,8.1,,0.03530325,2.8916664999999995,-0.0962153,0.226448
2020-05-25,,,0.0403805,5.4666665000000005,0.2581249999999999,0.235823
2020-05-26,,,0.039401,9.8125,0.0809722,0.2796355
2020-05-27,8.4,28.0,0.0384335,8.4020835,-0.04301869999999999,0.23652075
2020-05-28,,,0.02337625,5.7358335,-0.253993,0.14742425
2020-05-29,,,0.03448225,5.6125,-0.2548611,0.15704175
2020-05-30,4.050000000000001,,0.027038,3.79375,-0.0975693,0.1492085
2020-05-31,,,0.03154775,2.822917,-0.2015971,0.13226025
