date_local,PM2.5,O3,NO2,CO
2020-04-01,6.238333350000001,0.03504879999999999,10.320833333333335,0.325
2020-04-02,7.537083300000001,0.03504500000000001,5.834028,0.29374999999999996
2020-04-03,6.378858699999998,0.0146131,3.9194445000000004,0.18333300000000002
2020-04-04,6.659583300000003,0.008905249999999998,3.5131944999999996,0.152083
2020-04-05,11.758333299999999,0.015584199999999998,5.708274,0.250568
2020-04-06,15.08500005,0.020650500000000002,7.752777666666667,0.37083350000000004
2020-04-07,9.762500049999998,0.023250315789473685,6.151157333333333,0.34375
2020-04-08,8.885416649999998,0.031107437499999994,7.103333399999999,0.3645835
2020-04-09,13.359166649999997,0.03210849999999999,10.683166600000003,0.3666665
2020-04-10,11.129166699999999,0.044191125000000005,6.5,0.252083
2020-04-11,10.834999950000004,0.0291755,5.416666600000001,0.3020835
2020-04-12,7.105000000000001,0.03544125,1.9072727999999999,0.2421195
2020-04-13,4.609166699999999,0.0330226875,2.2619928,0.1041665
2020-04-14,4.962083299999999,0.028864375000000005,3.781416599999999,0.1078945
2020-04-15,7.556666699999999,0.033009187499999995,9.1125758,0.25
2020-04-16,8.18375,0.043307375,6.850833399999999,0.28541700000000003
2020-04-17,6.15541665,0.0245371875,4.369166599999999,0.235417
2020-04-18,8.957916649999998,0.028102812499999998,5.980000000000001,0.2833335
2020-04-19,9.379166650000004,0.022933125000000006,3.21,0.289221
2020-04-20,9.905416649999998,0.021391499999999997,9.8933336,0.354167
2020-04-21,13.03458335,0.04105825,9.050137800000002,0.35624999999999996
2020-04-22,7.256250000000001,0.036310875,4.620482399999999,0.30833350000000004
2020-04-23,5.091250050000001,0.0465291875,5.478333400000001,0.222917
2020-04-24,5.785677125000001,0.04586849999999999,3.8781745,0.2520835
2020-04-25,6.411666650000001,0.0363436,3.6090276666666674,0.18958350000000002
2020-04-26,8.9213541875,0.039982000000000004,7.294696999999999,0.39519899999999997
2020-04-27,8.313020812499998,0.04755245000000001,4.055972166666668,0.275
2020-04-28,11.335271749999999,0.038001799999999995,3.9024998333333323,0.31875
2020-04-29,3.75625,0.0373497,4.1285715,0.172917
2020-04-30,6.109166650000001,0.04480975000000001,9.234821666666665,0.328409
2020-05-01,,,,0.3
