date_local,O3
2020-04-01,0.02255525
2020-04-02,0.025030000000000004
2020-04-03,0.0392695
2020-04-04,0.022158499999999998
2020-04-05,0.029692
2020-04-06,0.0372615
2020-04-07,0.0389885
2020-04-08,0.03332225
2020-04-09,0.04129275
2020-04-10,0.035790749999999996
2020-04-11,0.042702000000000004
2020-04-12,0.039381
2020-04-13,0.04195125
2020-04-14,0.038725
2020-04-15,0.0358755
2020-04-16,0.039024500000000004
2020-04-17,0.03915725
2020-04-18,0.041585750000000005
2020-04-19,0.033875
2020-04-20,0.0396855
2020-04-21,0.043109
2020-04-22,0.03674625
2020-04-23,0.03006375
2020-04-24,0.040225500000000004
2020-04-25,0.042942
2020-04-26,0.0378045
2020-04-27,0.0328755
2020-04-28,0.03402
2020-04-29,0.038558
2020-04-30,0.03450725
2020-05-01,0.03391875
2020-05-02,0.043804499999999996
2020-05-03,0.041003750000000005
2020-05-04,0.0380545
2020-05-05,0.03543325
2020-05-06,0.037598
2020-05-07,0.038998750000000006
2020-05-08,0.0248115
2020-05-09,0.0373385
2020-05-10,0.033419000000000004
2020-05-11,0.02864375
2020-05-12,0.038449500000000005
2020-05-13,0.0485295
2020-05-14,0.0292835
2020-05-15,0.0422155
2020-05-16,0.036294
2020-05-17,0.0344635
2020-05-18,0.03439275
2020-05-19,0.039843250000000004
2020-05-20,0.046462
2020-05-21,0.05310625
2020-05-22,0.040867
2020-05-23,0.0401775
2020-05-24,0.0487555
2020-05-25,0.0450415
2020-05-26,0.045504249999999996
2020-05-27,0.04522324999999999
2020-05-28,0.03479875
2020-05-29,0.0283575
2020-05-30,0.027735000000000003
2020-05-31,0.03889525
