date_local,O3
2020-04-01,0.037884749999999995
2020-04-02,0.03913925
2020-04-03,0.033429
2020-04-04,0.03259425
2020-04-05,0.029523999999999998
2020-04-06,0.038289500000000004
2020-04-07,0.0407005
2020-04-08,0.02842275
2020-04-09,0.03687825
2020-04-10,0.036511
2020-04-11,0.036760499999999995
2020-04-12,0.040579500000000004
2020-04-13,0.04224925
2020-04-14,0.041839
2020-04-15,0.037379499999999996
2020-04-16,0.03840125
2020-04-17,0.03866875
2020-04-18,0.035629
2020-04-19,0.043140750000000005
2020-04-20,0.0322465
2020-04-21,0.03015475
2020-04-22,0.038548250000000006
2020-04-23,0.02715
2020-04-24,0.02558775
2020-04-25,0.03215675
2020-04-26,0.04036025
2020-04-27,0.03678325
2020-04-28,0.03286925
2020-04-29,0.0377285
2020-04-30,0.0410075
2020-05-01,0.04073025
2020-05-02,0.03618174999999999
2020-05-03,0.041849500000000005
2020-05-04,0.03420175
2020-05-05,0.036184249999999994
2020-05-06,0.02704175
2020-05-07,0.040593250000000004
2020-05-08,0.0350645
2020-05-09,0.02958075
2020-05-10,0.03668174999999999
2020-05-11,0.028281999999999998
2020-05-12,0.038300999999999995
2020-05-13,0.0344945
2020-05-14,0.03689975
2020-05-15,0.0364365
2020-05-16,0.03340125000000001
2020-05-17,0.03989475000000001
2020-05-18,0.03093075
2020-05-19,0.034805749999999996
2020-05-20,0.03202225
2020-05-21,0.03124025
2020-05-22,0.030497
2020-05-23,0.027333749999999997
2020-05-24,0.03399775
2020-05-25,0.02486525
2020-05-26,0.031195
2020-05-27,0.02477825
2020-05-28,0.01407375
2020-05-29,0.024259749999999997
2020-05-30,0.03482075
2020-05-31,0.028345
