date_local,PM2.5,O3
2020-04-01,4.3041666,0.03087175
2020-04-02,4.6175,0.02907425
2020-04-03,6.1066666,0.028964499999999997
2020-04-04,9.8025,0.028784499999999998
2020-04-05,17.8,0.03527
2020-04-06,18.302500000000002,0.03092075
2020-04-07,18.0133334,0.0259785
2020-04-08,10.5141666,0.0235075
2020-04-09,6.6016666,0.0389225
2020-04-10,4.9016666,0.0408865
2020-04-11,10.208333399999999,0.033927
2020-04-12,15.914166600000001,0.02095175
2020-04-13,5.8175,0.033151
2020-04-14,5.2116666,0.0337345
2020-04-15,4.8149999999999995,0.041357750000000006
2020-04-16,7.1191666,0.0300785
2020-04-17,12.700833399999999,0.03306125
2020-04-18,6.202500000000001,0.0329085
2020-04-19,6.9174999999999995,0.019308250000000002
2020-04-20,3.6041666,0.021234000000000003
2020-04-21,6.9159999999999995,0.027732999999999997
2020-04-22,5.4191666000000005,0.0301215
2020-04-23,4.6125,0.028779
2020-04-24,4.6166666,0.020609000000000002
2020-04-25,5.9016666,0.03202075
2020-04-26,2.7133334000000002,0.038748
2020-04-27,5.713333400000001,0.03070875
2020-04-28,8.618333400000001,0.033097
2020-04-29,7.616666599999999,0.0342975
2020-04-30,4.7125,0.01951125
2020-05-01,6.5191666,0.0301105
2020-05-02,9.2108334,0.037184499999999995
2020-05-03,10.6083334,0.04173925
2020-05-04,7.7125,0.03279675
2020-05-05,9.6066666,0.03515675
2020-05-06,4.1141666,0.03588925
2020-05-07,5.5166666,0.03021325
2020-05-08,8.118333400000001,0.02129875
2020-05-09,4.5175,0.029696
2020-05-10,5.7041666,0.03294875
2020-05-11,6.2158334,0.0346945
2020-05-12,6.2066666,0.03217325
2020-05-13,8.115,0.032619999999999996
2020-05-14,8.0158334,0.0332045
2020-05-15,6.413333400000001,0.0280725
2020-05-16,8.4191666,0.026299749999999997
2020-05-17,8.0041666,0.02527075
2020-05-18,5.2,0.024612
2020-05-19,4.405,0.027226999999999998
2020-05-20,1.3074999999999999,0.020594
2020-05-21,5.0,0.020252250000000003
2020-05-22,6.1075,0.02717575
2020-05-23,8.5091666,0.023079499999999996
2020-05-24,7.31,0.0290905
2020-05-25,7.5125,0.027567499999999998
2020-05-26,5.718333400000001,0.026209499999999997
2020-05-27,5.108333399999999,0.0156895
2020-05-28,5.1175,0.01604525
2020-05-29,6.719166599999999,0.023392249999999996
2020-05-30,6.3075,0.029596749999999998
2020-05-31,6.911666600000001,0.034875
