date_local,PM2.5,O3
2020-04-01,6.3041666,0.020039750000000002
2020-04-02,7.205,0.021885
2020-04-03,11.51,0.0276165
2020-04-04,8.008333400000001,0.017989500000000002
2020-04-05,6.5058334,0.02930025
2020-04-06,10.2175,0.0213485
2020-04-07,12.105,0.0297435
2020-04-08,10.503333399999999,0.034711500000000006
2020-04-09,5.400833400000001,0.0391885
2020-04-10,5.215000000000001,0.0323185
2020-04-11,12.805000000000001,0.0417955
2020-04-12,8.803333400000001,0.03485025
2020-04-13,5.6049999999999995,0.03893825
2020-04-14,6.2125,0.03585375
2020-04-15,6.908333400000001,0.036787
2020-04-16,6.1058334,0.03939575
2020-04-17,11.2091666,0.0345265
2020-04-18,7.614999999999999,0.040555749999999995
2020-04-19,7.8033334,0.034204
2020-04-20,6.8166666,0.036762
2020-04-21,4.8158334,0.03783925
2020-04-22,13.3055556,0.023606
2020-04-23,,0.017566
2020-04-24,,0.0287825
2020-04-25,,0.034022500000000004
2020-04-26,,0.03506575
2020-04-27,,0.03236975
2020-04-28,,0.03828575
2020-04-29,,0.03160675
2020-04-30,,0.032641
2020-05-01,,0.036809499999999995
2020-05-02,,0.0412485
2020-05-03,,0.0413955
2020-05-04,,0.0334655
2020-05-05,,0.03025625
2020-05-06,,0.03650625
2020-05-07,,0.0355735
2020-05-08,,0.026621
2020-05-09,,0.0364285
2020-05-10,,0.028315
2020-05-11,,0.027497
2020-05-12,7.116667,0.0335945
2020-05-13,6.3066666,0.0390795
2020-05-14,7.0041666,0.026225
2020-05-15,7.403333399999999,0.03730175
2020-05-16,6.5141666,0.0364205
2020-05-17,3.5183334000000004,0.029084
2020-05-18,5.809166599999999,0.025003499999999998
2020-05-19,6.6058334,0.02844225
2020-05-20,7.1141666,0.03820125
2020-05-21,6.5075,0.0288045
2020-05-22,9.7175,0.02335975
2020-05-23,8.6191666,0.02824575
2020-05-24,5.31,0.0403055
2020-05-25,7.4016666,0.03263025
2020-05-26,7.9174999999999995,0.035101
2020-05-27,9.8125,0.032205
2020-05-28,3.113333,0.033167
2020-05-29,8.5125,0.029162
2020-05-30,6.2033334,0.024155749999999997
2020-05-31,6.205,0.0316815
