date_local,O3
2020-04-01,0.02481625
2020-04-02,0.03373825
2020-04-03,0.036296999999999996
2020-04-04,0.023626
2020-04-05,0.028801
2020-04-06,0.03496125
2020-04-07,0.03587675
2020-04-08,0.036703
2020-04-09,0.039858000000000005
2020-04-10,0.035839249999999996
2020-04-11,0.04042975
2020-04-12,0.037533
2020-04-13,0.03675525
2020-04-14,0.036782999999999996
2020-04-15,0.03643325
2020-04-16,0.0373825
2020-04-17,0.03414925
2020-04-18,0.041690500000000005
2020-04-19,0.038379250000000004
2020-04-20,0.04106175
2020-04-21,0.037436
2020-04-22,0.0340305
2020-04-23,0.028332999999999997
2020-04-24,0.033204
2020-04-25,0.039391499999999996
2020-04-26,0.03889574999999999
2020-04-27,0.0392015
2020-04-28,0.041815
2020-04-29,0.03649375
2020-04-30,0.02812275
2020-05-01,0.03870849999999999
2020-05-02,0.04636825
2020-05-03,0.041682250000000004
2020-05-04,0.0324905
2020-05-05,0.0372865
2020-05-06,0.039546500000000005
2020-05-07,0.04082025
2020-05-08,0.0287875
2020-05-09,0.035567499999999995
2020-05-10,0.0342905
2020-05-11,0.025606999999999998
2020-05-12,0.0375355
2020-05-13,0.042911500000000005
2020-05-14,0.02401375
2020-05-15,0.0355865
2020-05-16,0.038391749999999995
2020-05-17,0.03033125
2020-05-18,0.02712725
2020-05-19,0.0370635
2020-05-20,0.04244175
2020-05-21,0.0395955
2020-05-22,0.0234615
2020-05-23,0.034627000000000005
2020-05-24,0.0370855
2020-05-25,0.03313925
2020-05-26,0.0362235
2020-05-27,0.0307775
2020-05-28,0.02570175
2020-05-29,0.036941749999999995
2020-05-30,0.028262500000000003
2020-05-31,0.034796
