date_local,PM2.5,O3
2020-04-01,,0.0357425
2020-04-02,,0.0249535
2020-04-03,4.5,0.035299
2020-04-04,,0.03752175
2020-04-05,,0.042171625
2020-04-06,2.6,0.046822875
2020-04-07,,0.048864000000000005
2020-04-08,,0.042693625
2020-04-09,7.0,0.03706374999999999
2020-04-10,,0.049150125
2020-04-11,,0.045773125
2020-04-12,,0.0379185
2020-04-13,,0.037584625
2020-04-14,,0.044442249999999996
2020-04-15,,0.04241362500000001
2020-04-16,,0.042516374999999995
2020-04-17,,0.04707399999999999
2020-04-18,,0.04336049999999999
2020-04-19,,0.045071125000000004
2020-04-20,,0.048248125
2020-04-21,,0.04691775
2020-04-22,,0.04784337500000001
2020-04-23,,0.044287625
2020-04-24,,0.037609374999999994
2020-04-25,,0.044288249999999994
2020-04-26,,0.043270499999999996
2020-04-27,,0.047233750000000005
2020-04-28,,0.04505449999999999
2020-04-29,,0.048648000000000004
2020-04-30,,0.04476
2020-05-01,,0.045455999999999996
2020-05-02,,0.034518375
2020-05-03,,0.044439624999999996
2020-05-04,,0.04608325
2020-05-05,,0.04923187500000001
2020-05-06,,0.049231
2020-05-07,,0.05014037499999999
2020-05-08,,0.044148999999999994
2020-05-09,,0.042604249999999996
2020-05-10,,0.041479125
2020-05-11,,0.0250765
2020-05-12,,0.03534075
2020-05-13,,0.04319649999999999
2020-05-14,,0.042484625
2020-05-15,,0.04243025000000001
2020-05-16,,0.044689625
2020-05-17,,0.04252225
2020-05-18,,0.04847175
2020-05-19,,0.05269625
2020-05-20,,0.051482375000000004
2020-05-21,,0.0508905
2020-05-22,,0.054215624999999996
2020-05-23,,0.051385375
2020-05-24,,0.039120375000000006
2020-05-25,,0.037062124999999994
2020-05-26,,0.04301975
2020-05-27,,0.036293625
2020-05-28,,0.038402
2020-05-29,,0.039751999999999996
2020-05-30,,0.039059
2020-05-31,,0.03897125
