date_local,PM2.5,O3
2020-04-01,6.1,0.03777749999999999
2020-04-02,3.3,0.0412775
2020-04-03,1.9141666000000002,0.0290415
2020-04-04,2.7175000000000002,0.02798475
2020-04-05,10.5141666,0.03169325
2020-04-06,3.5191665999999997,0.035125500000000004
2020-04-07,7.1033333999999995,0.03549775
2020-04-08,5.2054546,0.033439250000000004
2020-04-09,,0.039994249999999995
2020-04-10,2.6,0.03744675
2020-04-11,5.1166666,0.0349935
2020-04-12,9.2033334,0.0369295
2020-04-13,3.086667,0.037989249999999995
2020-04-14,5.404210600000001,0.03959075
2020-04-15,7.3191666,0.04025175
2020-04-16,6.0,0.036497499999999995
2020-04-17,12.11,0.032554
2020-04-18,9.803333400000001,0.03460325
2020-04-19,10.615,0.04008625
2020-04-20,5.3033334,0.0362805
2020-04-21,7.904166600000001,0.03408925
2020-04-22,4.6191666,0.0362665
2020-04-23,7.307826,0.0312855
2020-04-24,6.3191666,0.025258749999999996
2020-04-25,7.5016666,0.0319405
2020-04-26,5.2058334,0.034794000000000005
2020-04-27,2.4072728,0.033584
2020-04-28,5.7066666,0.03572725
2020-04-29,7.711666600000001,0.03521025
2020-04-30,8.0183334,0.03884025
