date_local,O3,SO2
2020-04-01,0.03748,6.939999999999999e-05
2020-04-02,0.039085249999999995,0.0004862
2020-04-03,0.031395,0.0
2020-04-04,0.03653724999999999,0.0025695999999999996
2020-04-05,0.031655749999999996,0.008125
2020-04-06,0.03850025,0.0083398
2020-04-07,0.04382949999999999,0.221875
2020-04-08,0.031671000000000005,0.0030556
2020-04-09,0.039554000000000006,0.0022224000000000002
2020-04-10,0.037274999999999996,0.0255554
2020-04-11,0.03818875,0.011666800000000001
2020-04-12,0.04275,0.16625020000000001
2020-04-13,0.043331499999999995,0.0111368
2020-04-14,0.042396,0.014583200000000001
2020-04-15,0.03942625,0.025624799999999996
2020-04-16,0.039016,0.05611119999999999
2020-04-17,0.0395835,0.1078472
2020-04-18,0.030538,0.068889
2020-04-19,0.045215500000000006,0.2061112
2020-04-20,0.0342695,0.015826800000000002
2020-04-21,0.0349835,0.0330556
2020-04-22,0.038342,0.055347400000000005
2020-04-23,0.03629349999999999,0.13388879999999997
2020-04-24,0.025648249999999997,0.0936804
2020-04-25,0.03911625,0.10902800000000001
2020-04-26,0.04156275,0.0723376
2020-04-27,0.0350315,0.0001582
2020-04-28,0.03417175,0.09951380000000001
2020-04-29,0.03830175,0.029305600000000005
2020-04-30,0.040037249999999996,0.0003472
2020-05-01,0.04168975,0.0
2020-05-02,0.0383285,0.0032640000000000004
2020-05-03,0.0458045,0.0176388
2020-05-04,0.03622974999999999,0.0333514
2020-05-05,0.0347655,0.0124998
2020-05-06,0.03087075,0.0061806
2020-05-07,0.0394285,0.06930560000000001
2020-05-08,0.037365999999999996,0.022083399999999996
2020-05-09,0.03125525,0.0232638
2020-05-10,0.0405195,0.17048619999999998
2020-05-11,0.0291635,0.0870968
2020-05-12,0.037927249999999996,0.12812479999999998
2020-05-13,0.034891,0.1029168
2020-05-14,0.043017,0.2049998
2020-05-15,0.04176925,0.0942308
2020-05-16,0.036571,6.939999999999999e-05
2020-05-17,0.04293025,0.023680399999999997
2020-05-18,0.03357725,0.0121366
2020-05-19,0.036836749999999994,0.0061804
2020-05-20,0.035721,0.0120834
2020-05-21,0.039688,0.082986
2020-05-22,0.03598775,0.015138800000000003
2020-05-23,0.02952775,0.021805599999999998
2020-05-24,0.035213,0.0017361999999999998
2020-05-25,0.023113250000000002,0.015138800000000003
2020-05-26,0.03577375,0.029653000000000002
2020-05-27,0.030023,0.0060718000000000005
2020-05-28,0.017085,0.0
2020-05-29,0.024447249999999997,0.0
2020-05-30,0.03572375,0.0
2020-05-31,0.02796225,0.0
