state,county,date_local,PM2.5,O3,SO2,NO2,PM10,CO,tempC,humidity,windspeedKmph,pressure,uvIndex,Confirmed,New Cases,
CA,San Mateo,4/14/2020,,,,,,,21.15384615,55,6.435897436,1022.076923,5.358974359,721,20,0.027739251
CA,San Mateo,4/15/2020,,,,,,,22.87179487,54.51282051,5.307692308,1018,5.358974359,747,26,0.03480589
CA,San Mateo,4/16/2020,,,,,,,20.23076923,77.51282051,6.128205128,1012,5.128205128,767,20,0.026075619
CA,San Mateo,4/17/2020,,,,,,,17.64102564,77.56410256,7.461538462,1013.153846,4.128205128,797,30,0.037641154
CA,San Mateo,4/18/2020,,,,,,,18.28205128,72.82051282,7.743589744,1018,3.41025641,838,41,0.048926014
CA,San Mateo,4/19/2020,,,,,,,18.23076923,74.61538462,6.256410256,1018,4.358974359,838,0,0
CA,San Mateo,4/20/2020,,,,,,,17.17948718,74.02564103,9.41025641,1020,3.564102564,920,82,0.089130435
CA,San Mateo,4/21/2020,,,,,,,18.69230769,74.94871795,10.8974359,1023.076923,4.923076923,935,15,0.016042781
CA,San Mateo,4/22/2020,,,,,,,20.53846154,73.92307692,9.153846154,1024.794872,5.205128205,958,23,0.024008351
CA,San Mateo,4/23/2020,,,,,,,21.69230769,72.97435897,11.97435897,1022,5.205128205,966,8,0.008281573
CA,San Mateo,4/24/2020,,,,,,,23.46153846,60.30769231,8.641025641,1019,5.923076923,989,23,0.023255814
CA,San Mateo,4/25/2020,,,,,,,22.69230769,66.25641026,8.846153846,1017.076923,4.358974359,1019,30,0.029440628
CA,San Mateo,4/26/2020,,,,,,,21.58974359,64.23076923,10.35897436,1018,5.205128205,1019,0,0
CA,San Mateo,4/27/2020,,,,,,,21.51282051,67.46153846,11,1019.794872,5.205128205,1080,61,0.056481481
CA,San Mateo,4/28/2020,,,,,,,24.25641026,72.07692308,8.153846154,1017.794872,6.128205128,1099,19,0.017288444
CA,San Mateo,4/29/2020,,,,,,,21,76.56410256,9.666666667,1016,5.128205128,1136,37,0.032570423
CA,San Mateo,4/30/2020,,0.02533871,,,,,20.92307692,65.8974359,11.56410256,1019,5.128205128,1177,41,0.034834325
CA,San Mateo,5/1/2020,4.86043015,0.032395968,0.02499975,5.137552516,,0.278780226,19.66666667,63.43589744,10.53846154,1019,4.923076923,1197,20,0.016708438
CA,San Mateo,5/2/2020,3.164851208,0.024049229,0,1.812447565,,0.22936354,20.69230769,78.07692308,7.58974359,1020,4.641025641,1233,36,0.02919708
CA,San Mateo,5/3/2020,3.656469505,0.037016672,0.007143,2.507363129,,0.221984847,17.64102564,61.94871795,11.23076923,1022,4.923076923,1233,0,0
CA,San Mateo,5/4/2020,4.933100314,0.039818277,0.084722,7.137303032,,0.280314855,20.30769231,52.25641026,9.051282051,1020.794872,5.128205128,1281,48,0.037470726
CA,San Mateo,5/5/2020,4.366588755,0.031520497,0.085,4.922993694,,0.273172097,21,68.66666667,10.87179487,1020,5.205128205,1315,34,0.025855513
CA,San Mateo,5/6/2020,6.772025071,0.035156021,0.1257895,6.509508935,,0.281805734,21.76923077,58.61538462,10.71794872,1020,4.564102564,1341,26,0.019388516
CA,San Mateo,5/7/2020,8.103709695,0.034029,0.21369075,9.901245387,,0.346265403,25.23076923,47.84615385,6.692307692,1014,6.128205128,1377,36,0.026143791
CA,San Mateo,5/8/2020,10.20573706,0.034164473,0.21369075,9.446493871,,0.357277363,26.51282051,47.20512821,5.461538462,1012,5.128205128,1397,20,0.014316392
CA,San Mateo,5/9/2020,8.599032318,0.033244965,0.12976175,3.341514661,,0.280705556,24.43589744,62.02564103,6.564102564,1012,6.128205128,1425,28,0.019649123
CA,San Mateo,5/10/2020,7.141684535,0.035235347,0.02321425,1.885694323,,0.227433403,21.48717949,66.82051282,6.820512821,1013,5.205128205,1425,0,0
CA,San Mateo,5/11/2020,4.154973185,0.033424288,0.011905,3.792673274,,0.240936911,19.94871795,73.58974359,11.33333333,1014,3.923076923,1464,39,0.026639344
CA,San Mateo,5/12/2020,3.057515174,0.033750325,0,3.154698661,,0.234212895,18.1025641,74.46153846,11.07692308,1016,4,1497,33,0.022044088
CA,San Mateo,5/13/2020,3.842756757,0.022922903,0.0078945,4.366040194,,0.244572653,18.53846154,77.69230769,7.230769231,1018,3.923076923,1515,18,0.011881188
CA,San Mateo,5/14/2020,2.510108277,0.022276892,0.007143,3.679325629,,0.262145468,19.76923077,76.53846154,6.435897436,1019,4.205128205,1536,21,0.013671875
CA,San Mateo,5/15/2020,2.471648774,0.034535592,0,3.443933984,,0.249496145,19.51282051,70.25641026,9.974358974,1016,4.923076923,1575,39,0.024761905
CA,San Mateo,5/16/2020,1.871899632,0.021010274,0.02083325,2.498141806,,0.223413105,21.30769231,70.1025641,7.512820513,1013,5.128205128,1602,27,0.016853933
CA,San Mateo,5/17/2020,1.809408559,0.028562763,0,1.089024935,,0.213228468,18.76923077,79,13.02564103,1011,4,1602,0,0
CA,San Mateo,5/18/2020,2.346775015,0.029292312,0,3.179978952,,0.224141089,17.1025641,75.17948718,13.05128205,1013,3.871794872,1671,69,0.041292639
CA,San Mateo,5/19/2020,3.506035535,0.02966361,0.004762,4.132503339,,0.232306847,18.41025641,73.8974359,11.76923077,1017,4.846153846,1687,16,0.009484292
CA,San Mateo,5/20/2020,3.895289118,0.025518427,0.01369075,3.516689823,,0.205844202,18.74358974,75.43589744,11.58974359,1019.076923,4.692307692,1697,10,0.005892752
CA,San Mateo,5/21/2020,5.146021499,0.026528535,0.18869025,4.473632742,,0.22843021,21.33333333,71.15384615,9.666666667,1016.076923,5.205128205,1738,41,0.023590334
CA,San Mateo,5/22/2020,5.87989243,0.028447734,0.08690475,4.593548597,,0.226219565,19.48717949,65.94871795,11.46153846,1013.076923,4,1783,45,0.025238362
CA,San Mateo,5/23/2020,6.640691146,0.028294946,0.1142855,4.771809403,,0.222865185,21.82051282,61.46153846,8.256410256,1014,5.307692308,1833,50,0.027277687
CA,San Mateo,5/24/2020,7.199103914,0.028917215,0.1339285,4.851087016,,0.243893847,25.23076923,53.64102564,6.641025641,1014,6.128205128,1833,0,0
CA,San Mateo,5/25/2020,8.005591441,0.02830043,0.177976,6.316374629,,0.28970771,28.56410256,48,5.717948718,1012,6.564102564,1833,0,0
CA,San Mateo,5/26/2020,9.434889363,0.025678908,0.29702375,7.961921565,,0.302250387,29.84615385,51.12820513,6.025641026,1011,7.128205128,1904,71,0.037289916
CA,San Mateo,5/27/2020,8.52662849,0.025547594,0.180357,6.682223016,,0.292011831,30.02564103,52.15384615,7.538461538,1012,7.051282051,1963,59,0.030056037
CA,San Mateo,5/28/2020,4.743168181,0.02699218,0.1660715,5.117882065,,0.245848508,27.82051282,59.41025641,6.897435897,1012,6.487179487,2022,59,0.029179031
CA,San Mateo,5/29/2020,3.626719652,0.025507446,0.02321425,3.047580403,,0.225621218,23.28205128,73.41025641,10.15384615,1011.051282,5.205128205,2061,39,0.018922853
CA,San Mateo,5/30/2020,5.81822574,0.024096715,0.007143,2.111150016,,0.218351129,19.76923077,77.58974359,11.05128205,1014,4,2104,43,0.020437262
CA,San Mateo,5/31/2020,2.844086015,0.025467221,0.0684525,2.300070081,,0.22376896,19.66666667,78.58974359,6.641025641,1015,4.461538462,2104,0,0
CA,Santa Clara,4/1/2020,,,,,,,16.19626168,67.29906542,8.803738318,1015.943925,4,956,,0
CA,Santa Clara,4/2/2020,,,,,,,17.19626168,57.47663551,7.803738318,1018,4,1019,63,0.061825319
CA,Santa Clara,4/3/2020,,,,,,,17.6635514,66.14018692,6.056074766,1018,4,1019,0,0
CA,Santa Clara,4/4/2020,,,,,,,12.05607477,88.38317757,6.280373832,1013,3,1148,129,0.112369338
CA,Santa Clara,4/5/2020,,,,,,,11.25233645,90.29906542,11.36448598,1006,2.943925234,1207,59,0.048881524
CA,Santa Clara,4/6/2020,,,,,,,10.85981308,86.08411215,4.691588785,1012,2,1207,0,0
CA,Santa Clara,4/7/2020,,,,,,,17.5046729,72.3271028,5.943925234,1017,3.140186916,1285,78,0.060700389
CA,Santa Clara,4/8/2020,,,,,,,17.1588785,80.57943925,5.140186916,1014,3.803738318,1380,95,0.06884058
CA,Santa Clara,4/9/2020,,,,,,,17.14018692,86.52336449,3.588785047,1016,3,1380,0,0
CA,Santa Clara,4/10/2020,,,,,,,18.05607477,82.3271028,6.551401869,1017,3.803738318,1442,62,0.042995839
CA,Santa Clara,4/11/2020,,,,,,,21.38317757,80.52336449,4.196261682,1017,4.859813084,1484,42,0.028301887
CA,Santa Clara,4/12/2020,,,,,,,20.02803738,81.27102804,5,1017,4.355140187,1566,82,0.052362708
CA,Santa Clara,4/13/2020,,,,,,,24.04672897,74.97196262,5.252336449,1020,5.252336449,1666,100,0.06002401
CA,Santa Clara,4/14/2020,,,,,,,23.11214953,53.51401869,6,1022,5.803738318,1666,0,0
CA,Santa Clara,4/15/2020,,,,,,,25.80373832,47.23364486,3.336448598,1018,5.803738318,1793,127,0.070831009
CA,Santa Clara,4/16/2020,,,,,,,23.43925234,72.57009346,3.392523364,1012,4.971962617,1833,40,0.021822149
CA,Santa Clara,4/17/2020,,,,,,,20.18691589,77.87850467,5.196261682,1013.196262,4.607476636,1870,37,0.019786096
CA,Santa Clara,4/18/2020,,,,,,,19.46728972,72.93457944,5.448598131,1018,4.607476636,1870,0,0
CA,Santa Clara,4/19/2020,,,,,,,21.38317757,73.6635514,4.196261682,1018,4.859813084,1870,0,0
CA,Santa Clara,4/20/2020,,,,,,,18.6635514,72.8317757,6.607476636,1019.392523,4.663551402,1922,52,0.027055151
CA,Santa Clara,4/21/2020,,,,,,,21.05607477,73.14018692,6.411214953,1023,5,1922,0,0
CA,Santa Clara,4/22/2020,,,,,,,22.91588785,69.11214953,6.719626168,1024,5.803738318,1962,40,0.02038736
CA,Santa Clara,4/23/2020,,,,,,,24.36448598,71.18691589,9.327102804,1021.252336,6,1987,25,0.012581782
CA,Santa Clara,4/24/2020,,,,,,,26.52336449,56.05607477,6.607476636,1018.803738,6,2018,31,0.015361744
CA,Santa Clara,4/25/2020,,,,,,,25.97196262,54.95327103,6.411214953,1017,5,2040,22,0.010784314
CA,Santa Clara,4/26/2020,,,,,,,25,53.59813084,7.130841121,1017.252336,6,2084,44,0.021113244
CA,Santa Clara,4/27/2020,,,,,,,24.11214953,57.47663551,7.523364486,1019,6,2105,21,0.009976247
CA,Santa Clara,4/28/2020,,,,,,,28.52336449,64.09345794,5.803738318,1017,6.803738318,2122,17,0.00801131
CA,Santa Clara,4/29/2020,,,,,,,25.6635514,66.1682243,6.719626168,1016,5.252336449,2134,12,0.005623243
CA,Santa Clara,4/30/2020,,0.025037383,,,,,24.30841121,57.61682243,8.074766355,1018.392523,6,2163,29,0.013407305
CA,Santa Clara,5/1/2020,5.019091167,0.033291089,0.100667129,6.538018327,,0.298315664,22.87850467,51.04672897,8.289719626,1018.925234,5,2179,16,0.007342818
CA,Santa Clara,5/2/2020,4.753788647,0.023713314,0.069932242,2.276964271,,0.255173826,23.00934579,72.97196262,7.158878505,1020,5.252336449,2205,26,0.011791383
CA,Santa Clara,5/3/2020,4.366422651,0.037109328,0.073960231,3.082538533,,0.240019601,21.07476636,55.56074766,8.542056075,1021.252336,5,2231,26,0.011653967
CA,Santa Clara,5/4/2020,5.381754908,0.04021523,0.174833034,8.22638171,,0.316752198,24.43925234,39.35514019,6.663551402,1020,5.728971963,2244,13,0.005793226
CA,Santa Clara,5/5/2020,4.949408563,0.03203377,0.142644125,6.248507542,,0.304263067,24.87850467,55.03738318,9.093457944,1020,6,2255,11,0.004878049
CA,Santa Clara,5/6/2020,7.356798847,0.036535936,0.216860152,6.951930037,,0.295950157,24.8317757,51.78504673,8.46728972,1019.925234,6,2268,13,0.005731922
CA,Santa Clara,5/7/2020,8.426433071,0.036736717,0.30366497,11.1661869,,0.374164231,29.08411215,37.42056075,6.457943925,1014,6.878504673,2281,13,0.005699255
CA,Santa Clara,5/8/2020,9.520977446,0.037235983,0.322795057,11.97283075,,0.419293816,32.36448598,36.1588785,3.392523364,1012,5.878504673,2290,9,0.003930131
CA,Santa Clara,5/9/2020,9.14317763,0.033846146,0.190731458,4.521107495,,0.314582774,31.39252336,52.1588785,3.943925234,1012,6.682242991,2307,17,0.007368877
CA,Santa Clara,5/10/2020,7.871282409,0.034246519,0.073575072,2.652657832,,0.264569676,25.90654206,61.28971963,4.822429907,1013,5.803738318,2339,32,0.01368106
CA,Santa Clara,5/11/2020,4.565220151,0.034684812,0.07618278,4.790194355,,0.262856174,22.11214953,70.6635514,8.738317757,1014.196262,4,2341,2,0.000854336
CA,Santa Clara,5/12/2020,2.888688222,0.032719613,0.055628598,4.426859131,,0.248255093,19.13084112,73.3271028,9.121495327,1016,4,2362,21,0.008890771
CA,Santa Clara,5/13/2020,4.374209873,0.022793453,0.068006678,5.87276828,,0.26721157,20.93457944,72.99065421,4.448598131,1018,4.074766355,2364,2,0.000846024
CA,Santa Clara,5/14/2020,3.619074424,0.021186368,0.060730027,5.048631364,,0.2736354,21.93457944,72.80373832,5,1019,4.448598131,2391,27,0.011292346
CA,Santa Clara,5/15/2020,2.469092731,0.034771503,0.070861233,4.258597738,,0.245806251,22.75700935,63.93457944,8.289719626,1016,5,2391,0,0
CA,Santa Clara,5/16/2020,2.618981185,0.021146264,0.07767069,3.468874589,,0.252216659,25.42056075,57.62616822,6,1013,5.803738318,2418,27,0.011166253
CA,Santa Clara,5/17/2020,2.266323973,0.026079368,0.050453597,1.881452224,,0.232525084,18.93457944,81.88785047,10.78504673,1011.196262,4,2453,35,0.014268243
CA,Santa Clara,5/18/2020,2.529609501,0.0297932,0.05798566,4.436481794,,0.252081642,18.87850467,73.37383178,9.76635514,1013,4,2453,0,0
CA,Santa Clara,5/19/2020,3.828835862,0.028042368,0.060600269,5.101514636,,0.259585559,20.13084112,70.10280374,7.925233645,1017,4.803738318,2483,30,0.012082159
CA,Santa Clara,5/20/2020,4.520833537,0.024503556,0.071846947,4.541465037,,0.233293977,22.28971963,70.06542056,7.056074766,1019,5,2492,9,0.003611557
CA,Santa Clara,5/21/2020,5.497772628,0.025146756,0.23607586,5.512511879,,0.266524916,25.73831776,60.87850467,6.607476636,1016,5.878504673,2492,0,0
CA,Santa Clara,5/22/2020,6.801270478,0.027360939,0.159990802,5.774818243,,0.260772187,22.68224299,58.10280374,6.934579439,1013,4,2492,0,0
CA,Santa Clara,5/23/2020,8.25657097,0.027718302,0.183446731,5.901920757,,0.273471928,25.56074766,50.92523364,7.411214953,1014,5.878504673,2571,79,0.030727343
CA,Santa Clara,5/24/2020,8.205503641,0.030087326,0.206213518,6.409970121,,0.292207945,29.69158879,40.79439252,5.056074766,1014,6.803738318,2617,46,0.017577379
CA,Santa Clara,5/25/2020,7.631806868,0.030095064,0.248314336,7.320442654,,0.334537762,34.48598131,38.06542056,4.803738318,1012,7.803738318,2652,35,0.013197587
CA,Santa Clara,5/26/2020,9.02568041,0.028592735,0.393354073,9.362672196,,0.351643344,37.05607477,39.81308411,4.196261682,1011,7.878504673,2675,23,0.008598131
CA,Santa Clara,5/27/2020,7.750440669,0.026963448,0.238449415,8.223453178,,0.334732298,36.17757009,40.71962617,5.607476636,1012,7.878504673,2688,13,0.00483631
CA,Santa Clara,5/28/2020,5.507331942,0.028516298,0.211104473,6.49507585,,0.306103888,35.58878505,46.54205607,4.196261682,1012,7.682242991,2701,13,0.004813032
CA,Santa Clara,5/29/2020,4.22107455,0.025277361,0.093483691,3.972763523,,0.262894642,26.40186916,66.85046729,8.252336449,1011.196262,5.803738318,2707,6,0.002216476
CA,Santa Clara,5/30/2020,4.891090284,0.022903791,0.08348225,2.923282131,,0.253730833,20.95327103,74.82242991,7.981308411,1014,4,2731,24,0.00878799
CA,Santa Clara,5/31/2020,3.406915879,0.024284228,0.111242641,3.020160589,,0.259886069,23.30841121,74.14018692,5,1014.252336,5.878504673,2776,45,0.016210375
CO,Arapahoe,4/1/2020,3.5,0.036859802,0.770556844,2.100387875,,0.351217042,18.05714286,36.88571429,13.91428571,1004.857143,3.914285714,333,,0
CO,Arapahoe,4/2/2020,2.6,0.023222704,0.239487844,2.813940232,,0.219849083,4.085714286,77.62857143,14.68571429,1010.057143,1,381,48,0.125984252
CO,Arapahoe,4/3/2020,4.589473684,0.033596249,0.226392688,6.476345196,7.25,0.24373625,4.971428571,67.05714286,13.97142857,1021.171429,1.057142857,441,60,0.136054422
CO,Arapahoe,4/4/2020,3.6,0.037112501,0.331267031,2.603451214,,0.2443265,13.62857143,49.88571429,12,1013.114286,2.857142857,500,59,0.118
CO,Arapahoe,4/5/2020,3.8,0.042437632,0.322369781,1.655357554,,0.260672125,18,45.74285714,12.6,1006.942857,3.942857143,608,108,0.177631579
CO,Arapahoe,4/6/2020,2.642105263,0.046550764,0.346103781,1.935331643,12,0.25033375,19.94285714,30.14285714,15.17142857,1007.8,4.114285714,652,44,0.067484663
CO,Arapahoe,4/7/2020,4.2,0.049011882,0.376138719,1.595803643,,0.248203083,19.85714286,25.97142857,11.54285714,1011.857143,4.257142857,718,66,0.091922006
CO,Arapahoe,4/8/2020,4.4,0.042315295,0.373161875,2.373192786,,0.237861083,18.6,30.4,9.971428571,1014.885714,4,764,46,0.060209424
CO,Arapahoe,4/9/2020,7.038596491,0.037855526,0.410004906,3.085558946,24.75,0.269204833,10.88571429,63.8,11.42857143,1017.085714,2,764,0,0
CO,Arapahoe,4/10/2020,4.6,0.04847575,0.349518719,1.898292339,,0.247838542,20.08571429,43.8,11.45714286,1010.857143,3.228571429,877,113,0.128848347
CO,Arapahoe,4/11/2020,3.1,0.045901232,0.369806156,0.977146089,,0.202399208,18.2,31.82857143,9.857142857,1002.742857,3.114285714,931,54,0.058002148
CO,Arapahoe,4/12/2020,3.1,0.038128127,0.179743969,0.912577696,7,0.172192583,-2.885714286,80.22857143,22.48571429,1012.142857,1,1083,152,0.140350877
CO,Arapahoe,4/13/2020,,0.038041556,0.095271125,1.830435214,,0.200074625,-3.714285714,84.6,12.94285714,1023.2,1,1142,59,0.051663748
CO,Arapahoe,4/14/2020,,0.044169993,0.317164969,1.663781071,,0.237482875,3.085714286,63.82857143,8.714285714,1024.942857,2,1183,41,0.03465765
CO,Arapahoe,4/15/2020,,0.041553373,0.330782469,1.506211125,16,0.244864583,10,52.48571429,10.51428571,1014.942857,1.857142857,1183,0,0
CO,Arapahoe,4/16/2020,,0.043012143,0.116907531,2.111413357,,0.20624875,-1.742857143,96.37142857,15.54285714,1018.114286,1,1243,60,0.048270314
CO,Arapahoe,4/17/2020,,0.046917888,0.316886594,7.380233321,,0.274383792,9.371428571,70.48571429,6.228571429,1021.828571,2,1342,99,0.073770492
CO,Arapahoe,4/18/2020,,0.04398288,0.281675531,3.461300518,,0.285463667,12.28571429,57.4,9.685714286,1010.885714,2.114285714,1419,77,0.054263566
CO,Arapahoe,4/19/2020,,0.044629749,0.279606563,1.513509536,,0.217470333,12.97142857,60.34285714,9.885714286,1010.942857,2.028571429,1536,117,0.076171875
CO,Arapahoe,4/20/2020,,0.047062476,0.31411075,2.877898268,,0.262979075,15.88571429,49.05714286,6.257142857,1013.085714,3.942857143,1536,0,0
CO,Arapahoe,4/21/2020,,0.047888142,0.190540594,2.687291464,26.5,0.2614815,15.91428571,53.08571429,7.742857143,1012.942857,3,1649,113,0.06852638
CO,Arapahoe,4/22/2020,,0.047525579,0.154062531,1.707567321,,0.208366688,16.22857143,46.45714286,13.62857143,1011.771429,4,1717,68,0.03960396
CO,Arapahoe,4/23/2020,,0.044074194,0.236018125,1.099921982,,0.220078375,17.74285714,43.17142857,12.37142857,1009.857143,3.057142857,1824,107,0.058662281
CO,Arapahoe,4/24/2020,,0.037352148,0.050210188,2.002019018,,0.187981688,12.94285714,59.22857143,14.88571429,1015.828571,2,2030,206,0.101477833
CO,Arapahoe,4/25/2020,,0.043320752,0.131446406,1.817779054,,0.223346313,14.85714286,47.37142857,7.2,1019.942857,3.171428571,2083,53,0.025444071
CO,Arapahoe,4/26/2020,,0.043415927,0.207356406,0.904114625,,0.218388,19.85714286,44.25714286,12.37142857,1016.857143,3.971428571,2160,77,0.035648148
CO,Arapahoe,4/27/2020,,0.047027817,0.494003969,1.807671881,16,0.295452292,22.97142857,39.94285714,10.6,1014.828571,5,2252,92,0.040852575
CO,Arapahoe,4/28/2020,,0.045495338,0.193738594,1.560444429,,0.20920175,20.88571429,38.68571429,19.28571429,1016.028571,4.971428571,2312,60,0.025951557
CO,Arapahoe,4/29/2020,,0.049356401,0.257577125,2.929968821,,0.2435275,19,36,10.2,1022.914286,4,2389,77,0.032231059
CO,Arapahoe,4/30/2020,,0.044074386,0.470598219,4.078183357,,0.313521875,27,30.88571429,10.48571429,1012.857143,5.828571429,2472,83,0.033576052
CO,Arapahoe,5/1/2020,,0.045943241,0.363831344,2.267369482,,0.253391208,26.85714286,34.05714286,10.62857143,1010.028571,6,2557,85,0.033242081
CO,Arapahoe,5/2/2020,,0.034373988,0.224910344,1.692314107,,0.21633175,23.65714286,63.54285714,13.45714286,1013.942857,4,2625,68,0.025904762
CO,Arapahoe,5/3/2020,,0.044225674,0.327340594,1.546040125,14.5,0.209316208,25.65714286,56.22857143,10.85714286,1012.885714,4.971428571,2706,81,0.029933481
CO,Arapahoe,5/4/2020,,0.047165064,0.209277031,1.527488304,,0.193942958,18.71428571,56.62857143,14.82857143,1013.885714,4,2758,52,0.018854242
CO,Arapahoe,5/5/2020,,0.049087912,0.202258844,2.798058661,,0.222616208,18.88571429,36.51428571,8.085714286,1021.885714,4,2883,125,0.043357614
CO,Arapahoe,5/6/2020,,0.049360576,0.319636188,2.953051607,,0.323858667,19.94285714,39.4,15.14285714,1022,4.142857143,2977,94,0.031575411
CO,Arapahoe,5/7/2020,,0.0500494,0.284231656,1.7877325,,0.367789708,19.71428571,33.57142857,18.65714286,1014.857143,4.8,3089,112,0.036257689
CO,Arapahoe,5/8/2020,,0.043819759,0.154397156,1.569093786,,0.239520958,14.8,49.37142857,19.31428571,1024.057143,3.114285714,3148,59,0.018742058
CO,Arapahoe,5/9/2020,,0.042785352,0.061114688,0.849844321,14.5,0.209807333,12.11428571,48.94285714,19.4,1021,2.8,3228,80,0.024783147
CO,Arapahoe,5/10/2020,,0.041118409,0.161811688,1.201450054,,0.192067958,15.74285714,44.31428571,9.771428571,1023.057143,3.971428571,3272,44,0.013447433
CO,Arapahoe,5/11/2020,,0.025106767,0.258216406,4.736135821,,0.2443375,10.05714286,63.57142857,9.914285714,1016.142857,2,3313,41,0.01237549
CO,Arapahoe,5/12/2020,,0.03440972,0.450110906,4.259606625,,0.264430333,23.85714286,51.65714286,12.28571429,1009.142857,4.742857143,3370,57,0.016913947
CO,Arapahoe,5/13/2020,,0.042433982,0.641305219,2.944490214,,0.309085042,24.02857143,27.31428571,13.57142857,1005.085714,5.028571429,3464,94,0.027136259
CO,Arapahoe,5/14/2020,,0.041548391,0.388071875,3.026940679,,0.23510775,20.82857143,53.11428571,8.428571429,1010.085714,4.028571429,3526,62,0.017583664
CO,Arapahoe,5/15/2020,,0.041713802,0.35134825,2.812034393,16,0.259653,19.97142857,66.11428571,10.62857143,1010.942857,3.942857143,3583,57,0.015908457
CO,Arapahoe,5/16/2020,,0.043728895,0.238545125,2.101863196,,0.234734375,19.85714286,57.37142857,11.71428571,1011.942857,4.028571429,3652,69,0.018893757
CO,Arapahoe,5/17/2020,,0.042951249,0.453169594,1.932375946,,0.241543417,28.71428571,48.74285714,13.62857143,1012,6,3703,51,0.013772617
CO,Arapahoe,5/18/2020,,0.049550792,0.553379188,2.589068339,,0.276811083,29.74285714,46.05714286,11.08571429,1012,5.942857143,3767,64,0.016989647
CO,Arapahoe,5/19/2020,,0.052443424,0.510946313,2.129831125,,0.282643917,29.68571429,35.88571429,17.6,1009.142857,6,3827,60,0.015678077
CO,Arapahoe,5/20/2020,,0.05200065,0.391986875,1.516707107,,0.226388625,27,40.17142857,25.77142857,1005.142857,5.942857143,3889,62,0.015942402
CO,Arapahoe,5/21/2020,,0.050924357,0.347662906,2.022236643,15.5,0.201618042,20.94285714,39.25714286,11.57142857,1010.771429,4.971428571,3943,54,0.013695156
CO,Arapahoe,5/22/2020,,0.053275098,0.438771344,1.9241385,,0.258118333,24.77142857,35.88571429,17.74285714,1009.857143,5,3974,31,0.007800705
CO,Arapahoe,5/23/2020,,0.051723483,0.463889344,1.322748393,,0.236977333,24.91428571,26.31428571,12.94285714,1004.857143,5.657142857,4027,53,0.013161162
CO,Arapahoe,5/24/2020,,0.038112979,0.208519313,1.477872268,,0.188345458,16.97142857,62.05714286,12.91428571,1012.828571,3.057142857,4039,12,0.002971032
CO,Arapahoe,5/25/2020,,0.035773759,0.217454406,1.023757321,,0.181664667,15.94285714,57.51428571,9.571428571,1017.942857,3.971428571,4075,36,0.008834356
CO,Arapahoe,5/26/2020,,0.042541944,0.39884175,2.077950518,,0.240475042,22.71428571,41.54285714,10.2,1015.028571,5,4121,46,0.011162339
CO,Arapahoe,5/27/2020,,0.035760973,0.342364719,2.339468196,19.5,0.239871375,25.88571429,46.77142857,7.714285714,1015.828571,5.971428571,4166,45,0.010801728
CO,Arapahoe,5/28/2020,,0.03908973,0.306744344,2.074223393,,0.227277667,21.88571429,64.77142857,11.02857143,1019.942857,4.914285714,4201,35,0.00833135
CO,Arapahoe,5/29/2020,,0.040565986,0.360949188,2.567934429,,0.271177167,29.6,54.28571429,11.34285714,1018.914286,5.085714286,4254,53,0.012458862
CO,Arapahoe,5/30/2020,,0.039059117,0.252254719,1.793866679,,0.21325,29,49.8,12.28571429,1016,5.114285714,4353,99,0.022742936
CO,Arapahoe,5/31/2020,,0.038557102,0.273953656,1.808229571,,0.245376875,29.74285714,54.31428571,12.05714286,1015,5.057142857,4394,41,0.009330906
CO,Denver,4/1/2020,3.5,0.03167263,0.451636875,13.80576082,,0.244430667,18,36.17857143,12.39285714,1005,4,539,,0
CO,Denver,4/2/2020,2.6,0.019396893,0.254069625,8.260096525,,0.226270833,4.178571429,76.64285714,13.67857143,1010.142857,1,586,47,0.080204778
CO,Denver,4/3/2020,6,0.028632032,0.26224775,13.74194948,11,0.244007,5.285714286,66.75,13.25,1021.142857,1,643,57,0.088646967
CO,Denver,4/4/2020,3.6,0.031075794,0.351465375,11.4191405,,0.2274305,13.82142857,49.35714286,10.07142857,1013,2.678571429,716,73,0.101955307
CO,Denver,4/5/2020,3.8,0.033233243,0.413237625,12.03141317,,0.2629375,18,44.57142857,10.71428571,1007,3.857142857,825,109,0.132121212
CO,Denver,4/6/2020,3.305882353,0.037612808,0.398051875,16.2651787,12,0.2730955,20.14285714,29.32142857,13.89285714,1007.857143,4.285714286,847,22,0.025974026
CO,Denver,4/7/2020,4.2,0.04101371,0.375828125,15.2653903,,0.251624833,19.96428571,25.60714286,10.92857143,1012,4.464285714,884,37,0.041855204
CO,Denver,4/8/2020,4.4,0.033933498,0.39419975,15.3770107,,0.246256833,18.82142857,28.96428571,9.357142857,1015.142857,4.142857143,927,43,0.046386192
CO,Denver,4/9/2020,7.647058823,0.031678575,0.331945375,11.64326113,24,0.231006833,10.89285714,62.67857143,11.07142857,1017,2.142857143,927,0,0
CO,Denver,4/10/2020,4.6,0.040895917,0.390000625,13.93239148,,0.248666667,20.60714286,42.03571429,10.60714286,1010.857143,3.464285714,1031,104,0.100872939
CO,Denver,4/11/2020,3.1,0.04005365,0.486057375,10.62476272,,0.208159833,18.46428571,31.03571429,9.892857143,1002.857143,3.142857143,1113,82,0.073674753
CO,Denver,4/12/2020,3.1,0.03505728,0.174877125,4.235869775,7,0.182395833,-2.714285714,80,20.89285714,1012.142857,1,1247,134,0.107457899
