state,county,date_local,PM2.5,O3,SO2,NO2,PM10,CO,tempC,humidity,windspeedKmph,pressure,uvIndex,Confirmed,New Cases,
AL,Jefferson,4/1/2020,6.0066666,0.031009458,1.1029055,6.441762,,0.148052808,17.20192308,63.56730769,12.125,1016,4,292,,0
AL,Jefferson,4/2/2020,7.5083334,0.027788625,1.4296875,11.0270835,,0.215591333,21.875,56.95192308,7.528846154,1018.980769,4.586538462,314,22,0.070063694
AL,Jefferson,4/3/2020,11.59848485,0.028906542,2.0859375,16.972011,,0.323188333,25.30769231,53.33653846,4.298076923,1017,5.538461538,351,37,0.105413105
AL,Jefferson,4/4/2020,12.8075,0.033610875,1.6609375,9.4154765,,0.223169167,25.35576923,55.66346154,6.211538462,1015,5.990384615,373,22,0.058981233
AL,Jefferson,4/5/2020,14.7041666,0.033763042,1.5916665,11.0311595,,0.2191945,27,59.32692308,4.913461538,1017,6,416,43,0.103365385
AL,Jefferson,4/6/2020,17.88472222,0.0352925,1.415909,14.981423,,0.310038833,27.54807692,64.16346154,6.625,1018,6,423,7,0.016548463
AL,Jefferson,4/7/2020,16.515,0.025616917,0.91212775,13.143996,,0.213831,22.58653846,82.33653846,8.230769231,1016,4,457,34,0.074398249
AL,Jefferson,4/8/2020,13.2147826,0.019416542,0.741220125,7.3035085,,0.1807345,24,90.96153846,10.32692308,1010,5,479,22,0.045929019
AL,Jefferson,4/9/2020,6.389772727,0.037800542,0.7375,5.0113225,,0.138809333,23.27884615,66.16346154,13.60576923,1009.692308,5.980769231,507,28,0.055226824
AL,Jefferson,4/10/2020,6.8116666,0.033156,0.7484375,6.079902,,0.155675,15.32692308,45.11538462,13.10576923,1017,4,536,29,0.054104478
AL,Jefferson,4/11/2020,13.2125,0.035955042,1.89375,10.233036,,0.2828875,21.66346154,48.56730769,8.509615385,1017.134615,4.990384615,579,43,0.074265976
AL,Jefferson,4/12/2020,14.43379633,0.032081958,1.11666675,4.2810685,,0.172978333,20.67307692,81.34615385,17.875,1008.980769,3.836538462,597,18,0.030150754
AL,Jefferson,4/13/2020,4.8041666,0.029644435,0.635788625,4.060766,,0.1127935,17.625,74.38461538,14.79807692,1013.067308,3.961538462,612,15,0.024509804
AL,Jefferson,4/14/2020,5.9166666,0.037226542,0.63642375,2.2503965,,0.14965,17.31730769,64.27884615,11.79807692,1018.673077,4,620,8,0.012903226
AL,Jefferson,4/15/2020,5.926893939,0.034089292,0.792094,7.4930945,,0.1418155,15.31730769,47.47115385,13.21153846,1020.028846,4,625,5,0.008
AL,Jefferson,4/16/2020,15.9175,0.031664875,1.77916675,16.551812,,0.31145825,19.875,48.82692308,7.846153846,1024,4.586538462,634,9,0.014195584
AL,Jefferson,4/17/2020,12.8025,0.03884725,1.14947925,8.6055555,,0.231798,22.58653846,59.88461538,12.44230769,1020,4.346153846,651,17,0.026113671
AL,Jefferson,4/18/2020,6.949537,0.026374333,0.92291675,4.921131,,0.17027,20.92307692,62.33653846,11.17307692,1016.028846,4.990384615,671,20,0.029806259
AL,Jefferson,4/19/2020,7.3008334,0.022332708,1.06354175,9.122464,,0.214559167,20.88461538,85.65384615,5.384615385,1009.653846,3.865384615,682,11,0.016129032
AL,Jefferson,4/20/2020,5.4025,0.029481917,0.775838625,9.3675,,0.216995,22.28846154,69.68269231,9.576923077,1008.019231,5,688,6,0.00872093
AL,Jefferson,4/21/2020,6.925883848,0.028901083,0.969047625,10.1929605,,0.283227333,23.85576923,63.61538462,9.663461538,1015,5,698,10,0.014326648
AL,Jefferson,4/22/2020,10.5183334,0.027792292,1.5534155,14.4777415,,0.263936833,20.25961538,60.71153846,10.41346154,1017.682692,4.557692308,726,28,0.038567493
AL,Jefferson,4/23/2020,7.815,0.031332833,0.8302085,5.764583,,0.160298667,20.03846154,88.73076923,16.46153846,1006.961538,4,778,52,0.066838046
AL,Jefferson,4/24/2020,4.948148111,0.0270085,0.803125,6.65625,,0.1850625,24.18269231,74.90384615,7.605769231,1010,4.326923077,797,19,0.023839398
AL,Jefferson,4/25/2020,5.8116666,0.037293417,0.897396,6.381703,,0.208893667,24.99038462,69.84615385,16.25,1010.442308,5.413461538,797,0,0
AL,Jefferson,4/26/2020,3.5166666,0.037493083,0.5609375,2.247917,,0.1080695,20.03846154,61.13461538,17.45192308,1019,4.990384615,839,42,0.050059595
AL,Jefferson,4/27/2020,6.425126273,0.027653333,1.162736375,13.251656,,0.222914,23,52.29807692,5.5,1023,5,839,0,0
AL,Jefferson,4/28/2020,13.4016666,0.040116417,1.833258875,11.2714285,,0.30152,25.57692308,52.00961538,10.11538462,1019,5.990384615,861,22,0.025551684
AL,Jefferson,4/29/2020,6.6133334,0.037413,0.857565875,7.203595,,0.125362667,18.61538462,85.44230769,15.45192308,1010,4,880,19,0.021590909
AL,Jefferson,4/30/2020,3.597222222,0.036481917,0.68944125,5.825,,0.132172333,20.31730769,66.75,14.08653846,1012.990385,4.528846154,886,6,0.006772009
AL,Jefferson,5/1/2020,,,,,,0.166666667,24.875,61.47115385,5.942307692,1018,5.990384615,929,43,0.046286329
AL,Jefferson,5/2/2020,,,,,,,27.51923077,61.79807692,7.576923077,1020,6,946,17,0.017970402
AL,Jefferson,5/3/2020,,,,,,,28.55769231,63.45192308,10.90384615,1017,6,969,23,0.02373581
AL,Jefferson,5/4/2020,,,,,,,29.29807692,70.06730769,8.413461538,1014,5.961538462,992,23,0.023185484
AL,Jefferson,5/5/2020,,,,,,,28.21153846,76.41346154,14.14423077,1012,5,1020,28,0.02745098
AL,Jefferson,5/6/2020,,,,,,,21.14423077,60.72115385,15.90384615,1017,4.971153846,1048,28,0.026717557
AL,Jefferson,5/7/2020,,,,,,,21.88461538,52.48076923,6.644230769,1021,5,1065,17,0.015962441
AL,Jefferson,5/8/2020,,,,,,,15.5,76,11.38461538,1014.980769,3,1094,29,0.026508227
AL,Jefferson,5/9/2020,,,,,,,19.10576923,55.63461538,10.92307692,1023,4,1109,15,0.013525699
AL,Jefferson,5/10/2020,,,,,,,22.84615385,49.30769231,6.528846154,1022.692308,5,1121,12,0.010704728
AL,Jefferson,5/11/2020,,,,,,,19.85576923,54.21153846,10.63461538,1023,4.990384615,1131,10,0.008841733
AL,Jefferson,5/12/2020,,,,,,,25.71153846,52.90384615,6.028846154,1023.009615,5,1153,22,0.019080659
AL,Jefferson,5/13/2020,,,,,,,27.61538462,56.52884615,9.365384615,1021.980769,6,1199,46,0.038365304
AL,Jefferson,5/14/2020,,,,,,,28.54807692,59.93269231,13.10576923,1020.144231,5.307692308,1237,38,0.030719483
AL,Jefferson,5/15/2020,,,,,,,28.73076923,62.59615385,12.10576923,1018,6,1258,21,0.016693164
AL,Jefferson,5/16/2020,,,,,,,30.56730769,58.51923077,10.09615385,1015.980769,6.990384615,1299,41,0.031562741
AL,Jefferson,5/17/2020,,,,,,,31.27884615,62.89423077,7.576923077,1015.115385,7,1333,34,0.025506377
AL,Jefferson,5/18/2020,,,,,,,27.21153846,82.56730769,12.03846154,1008,5,1355,22,0.016236162
AL,Jefferson,5/19/2020,,,,,,,22.51923077,72.28846154,8.817307692,1009,4,1367,12,0.008778347
AL,Jefferson,5/20/2020,,,,,,,25.98076923,64.88461538,6.548076923,1011,5.990384615,1433,66,0.046057223
AL,Jefferson,5/21/2020,,,,,,,28,66.82692308,6.846153846,1014.701923,5.413461538,1453,20,0.013764625
AL,Jefferson,5/22/2020,,,,,,,31.39423077,74.93269231,9.836538462,1016,6,1498,45,0.030040053
AL,Jefferson,5/23/2020,,,,,,,30.73076923,77.82692308,8.423076923,1016.961538,6,1573,75,0.047679593
AL,Jefferson,5/24/2020,,,,,,,33.25961538,68.23076923,6.817307692,1016,6.326923077,1614,41,0.025402726
AL,Jefferson,5/25/2020,,,,,,,31.66346154,66.70192308,12.06730769,1014.980769,6.403846154,1630,16,0.009815951
AL,Jefferson,5/26/2020,,,,,,,21.93269231,85.54807692,14.32692308,1014.980769,5,1645,15,0.009118541
AL,Jefferson,5/27/2020,,,,,,,23.90384615,89.23076923,10.44230769,1013.673077,5,1673,28,0.016736402
AL,Jefferson,5/28/2020,,,,,,,30.51923077,71.08653846,9.115384615,1014,6.019230769,1712,39,0.022780374
AL,Jefferson,5/29/2020,,,,,,,30.83653846,67.06730769,5.528846154,1016,5.990384615,1744,32,0.018348624
AL,Jefferson,5/30/2020,,,,,,,28.28846154,64.13461538,9.596153846,1017.576923,6.855769231,1780,36,0.020224719
AL,Jefferson,5/31/2020,,,,,,,28.82692308,62.39423077,10.92307692,1019,6.259615385,1837,57,0.031028851
AZ,Maricopa,4/1/2020,7.120159139,0.035073349,0.741958109,15.59313687,11,0.392278437,27.7902439,23.19512195,10.09756098,1008.819512,5.517073171,871,,0
AZ,Maricopa,4/2/2020,4.745721808,0.035383712,0.670848903,12.06465836,3.5,0.339678698,27.06341463,23.89756098,15.9902439,1009.756098,5.956097561,961,90,0.093652445
AZ,Maricopa,4/3/2020,5.658793257,0.035130073,0.689136936,14.33975537,6,0.36639712,26.79512195,25.96585366,9.151219512,1009.902439,5.956097561,1049,88,0.083889418
AZ,Maricopa,4/4/2020,6.065624187,0.038104791,0.655460919,9.168198568,10.33333333,0.331209561,26.66829268,25.27317073,12.73170732,1009.136585,5.956097561,1171,122,0.104184458
AZ,Maricopa,4/5/2020,4.756699057,0.037185121,0.633375852,5.599603397,12,0.2977471,26.68780488,23.25365854,16.25853659,1009.058537,5.951219512,1326,155,0.116892911
AZ,Maricopa,4/6/2020,3.980647714,0.035788677,0.644145517,9.111190073,11,0.296227602,24.56097561,29.0195122,18.17560976,1011.960976,5.751219512,1433,107,0.074668528
AZ,Maricopa,4/7/2020,3.67828994,0.033366679,0.620565739,9.844354934,7.666666667,0.32003841,25.3902439,23.79512195,12.42926829,1015.507317,5.907317073,1495,62,0.041471572
AZ,Maricopa,4/8/2020,4.272876333,0.030706042,0.668534402,9.729087575,13.66666667,0.316349818,24.32682927,32.28292683,18.31707317,1013.97561,5.848780488,1559,64,0.041051956
AZ,Maricopa,4/9/2020,3.251948491,0.037445956,0.615796429,11.96546685,9.333333333,0.30782012,21.32682927,32.68292683,8.151219512,1017,4.96097561,1689,130,0.07696862
AZ,Maricopa,4/10/2020,4.817413623,0.039399988,0.534969483,12.37676022,5.666666667,0.332823679,22.7902439,26.57073171,7.67804878,1013.092683,5.434146341,1741,52,0.029867892
AZ,Maricopa,4/11/2020,3.304296536,0.036336943,0.330820883,5.721688209,5,0.274364959,19.03414634,44.97560976,12.22926829,1012.04878,3.995121951,1891,150,0.079323109
AZ,Maricopa,4/12/2020,2.980053874,0.037781407,0.332282154,4.049601003,4.666666667,0.269005191,23.24878049,42.58536585,12.3902439,1013.634146,4.990243902,1960,69,0.035204082
AZ,Maricopa,4/13/2020,3.916274651,0.035394337,0.327288438,6.761525021,7.666666667,0.283858329,23.22926829,41.90243902,15,1013.887805,5.2,2020,60,0.02970297
AZ,Maricopa,4/14/2020,3.995577073,0.039059705,0.310692041,10.67699788,12,0.317415837,25.00487805,23.35121951,11.59512195,1016.941463,5.756097561,2056,36,0.017509728
AZ,Maricopa,4/15/2020,5.09655293,0.038103624,0.375400285,15.26907579,6.333333333,0.330231486,26.78536585,13.39512195,9.195121951,1015.22439,5.902439024,2146,90,0.04193849
AZ,Maricopa,4/16/2020,6.496359735,0.037650357,0.351043859,16.48320932,4.666666667,0.358126341,28.41463415,13.0195122,7.151219512,1011.829268,6.282926829,2264,118,0.052120141
AZ,Maricopa,4/17/2020,5.368471164,0.043592026,0.418766969,10.67240437,9.333333333,0.291183902,27.76097561,14.88292683,18.15121951,1011.6,5.443902439,2404,140,0.058236273
AZ,Maricopa,4/18/2020,5.289302205,0.039361775,0.373617145,8.002292707,13,0.256203152,23.87317073,31.15609756,14.35121951,1012.819512,5.629268293,2491,87,0.034925733
AZ,Maricopa,4/19/2020,5.900474672,0.038895869,0.352918577,9.368824101,7.333333333,0.287989532,26.15609756,27.69756098,9.03902439,1013.034146,5.902439024,2589,98,0.037852453
AZ,Maricopa,4/20/2020,5.358911951,0.043636429,0.374049119,9.873421561,14,0.294498388,27.91707317,21.97073171,11.23902439,1012.62439,6.273170732,2636,47,0.017830046
AZ,Maricopa,4/21/2020,5.920054474,0.041367878,0.360069539,12.00035737,17,0.287549556,26.25365854,27.47317073,14.98536585,1013.034146,5.956097561,2738,102,0.03725347
AZ,Maricopa,4/22/2020,5.479254389,0.042044946,0.382397905,13.54675363,14.66666667,0.309353959,30.89268293,24.1804878,9.780487805,1014.878049,6.726829268,2846,108,0.037947997
AZ,Maricopa,4/23/2020,5.320619797,0.041174054,0.438454377,13.45026575,9.333333333,0.316671766,32.86829268,17.94146341,10.69268293,1013.063415,7.03902439,2970,124,0.041750842
AZ,Maricopa,4/24/2020,5.707510251,0.042442318,0.440164382,14.25630397,11.66666667,0.3227438,35.15609756,17.00487805,8.487804878,1011.24878,7.731707317,3116,146,0.046854942
AZ,Maricopa,4/25/2020,5.642265116,0.037763066,0.38291818,13.50087474,14,0.32564851,36.64390244,13.76585366,8.463414634,1012.731707,7.726829268,3234,118,0.036487322
AZ,Maricopa,4/26/2020,6.377285167,0.040042916,0.390136472,10.64388028,11,0.340205963,37.68780488,12.88780488,7.458536585,1012.087805,7.931707317,3359,125,0.037213456
AZ,Maricopa,4/27/2020,6.400153549,0.03952102,0.408828986,14.62704648,18.5,0.31220618,36.27804878,13.39512195,11.91219512,1011.609756,7.717073171,3457,98,0.028348279
AZ,Maricopa,4/28/2020,6.854664939,0.042675678,0.440389363,17.26068405,13.5,0.326516514,36.07317073,14.90243902,8.585365854,1013.243902,7.731707317,3578,121,0.033817775
AZ,Maricopa,4/29/2020,8.697581273,0.043578493,0.414575838,18.34375317,18.66666667,0.363410346,39.28780488,15.05365854,6.526829268,1013.15122,8.185365854,3723,145,0.038947086
AZ,Maricopa,4/30/2020,8.672430108,0.04425712,0.490422729,16.84823442,21,0.3398488,36.87317073,14.04878049,10.20487805,1010.819512,6.975609756,3972,249,0.062688822
AZ,Maricopa,5/1/2020,5.62699753,0.033236588,1.003037944,10.38092604,21,0.294040406,37.35609756,10.23414634,15.02439024,1010.058537,7.946341463,4156,184,0.04427334
AZ,Maricopa,5/2/2020,3.3736509,0.035263099,0.972174183,6.322667576,16.33333333,0.198146022,34.69756098,15.87804878,13.05853659,1012.365854,7.751219512,4421,265,0.05994119
AZ,Maricopa,5/3/2020,6.029943807,0.037017613,0.998325022,6.509179595,15,0.201916427,33.7902439,17.37073171,12.19512195,1012.785366,7.575609756,4585,164,0.035768811
AZ,Maricopa,5/4/2020,8.59358249,0.042059126,1.09655638,8.869769824,12,0.25338297,35.93658537,13.5902439,8.83902439,1011.795122,7.736585366,4751,166,0.034940013
AZ,Maricopa,5/5/2020,7.562713277,0.03897299,1.083478324,12.63841761,16.33333333,0.288763863,38.96097561,11.1804878,6.72195122,1011.82439,8.263414634,4929,178,0.036112802
AZ,Maricopa,5/6/2020,7.51910013,0.039595067,1.069257785,14.36475819,51.33333333,0.356727482,41.04390244,8.990243902,8.102439024,1011.209756,8.736585366,5138,209,0.040677306
AZ,Maricopa,5/7/2020,6.725484282,0.043934466,1.097101981,12.51601778,12.33333333,0.326684155,39.53170732,7.92195122,9.170731707,1010.102439,8.717073171,5196,58,0.011162433
AZ,Maricopa,5/8/2020,6.890705184,0.036240382,1.10602199,9.921886385,17.33333333,0.261211552,37.17560976,13.18536585,12.09268293,1010.419512,7.887804878,5525,329,0.059547511
AZ,Maricopa,5/9/2020,7.316410283,0.035464901,1.068882193,8.08036618,16.33333333,0.265751753,36.15609756,24.71219512,10.35121951,1012.414634,7.912195122,5779,254,0.043952241
AZ,Maricopa,5/10/2020,6.147549223,0.046641974,0.995426124,4.517038707,23,0.194117945,35.86341463,27.80487805,10.65853659,1012.160976,7.043902439,5827,48,0.008237515
AZ,Maricopa,5/11/2020,5.073959138,0.039635322,1.070017724,4.962394517,27,0.169547601,35.4195122,21.87804878,15.86341463,1011.058537,7.76097561,5988,161,0.026887108
AZ,Maricopa,5/12/2020,4.770453387,0.036935809,1.071334315,5.455202922,34.33333333,0.185081686,32.28780488,17.93658537,16.22926829,1010.892683,6.946341463,6219,231,0.037144235
AZ,Maricopa,5/13/2020,6.315453132,0.033770882,1.079531717,7.371959644,19.66666667,0.199253192,30.51707317,24.24878049,15.34634146,1010.882927,6.736585366,6341,122,0.019239868
AZ,Maricopa,5/14/2020,5.282980567,0.038633261,1.229935171,7.647179776,13.66666667,0.20548797,30.8,23.00487805,9.414634146,1011.165854,6.614634146,6599,258,0.039096833
AZ,Maricopa,5/15/2020,6.478206829,0.034025261,1.234343093,10.27325236,11,0.248338412,33.38536585,20.02926829,9.048780488,1009.190244,7.531707317,6821,222,0.032546547
AZ,Maricopa,5/16/2020,6.773355985,0.034417944,1.229258137,12.07437567,14,0.303265671,35.37073171,18.33170732,9.76097561,1008.980488,7.726829268,7096,275,0.038754228
AZ,Maricopa,5/17/2020,5.755904207,0.036408274,1.078910112,5.634308358,31.33333333,0.227412832,34.53658537,20.39512195,11.84878049,1010.239024,7.658536585,7240,144,0.019889503
AZ,Maricopa,5/18/2020,5.439672007,0.034437993,1.078516888,7.527945317,35.66666667,0.227317924,35.89756098,18.43414634,17.83414634,1010.439024,7.897560976,7340,100,0.013623978
AZ,Maricopa,5/19/2020,4.648462502,0.036270283,1.059413163,6.467321268,34.66666667,0.19271814,30.9902439,19.36585366,20.83902439,1009.946341,6.946341463,7482,142,0.018978883
AZ,Maricopa,5/20/2020,4.618326559,0.035331506,1.057718988,10.41876579,12.5,0.216152765,29.2,13.49268293,9.009756098,1012.995122,6.565853659,7644,162,0.021193093
AZ,Maricopa,5/21/2020,5.108964195,0.037801224,1.078990488,14.23168224,10.33333333,0.318112137,33.06341463,10.6097561,6.253658537,1011.029268,7.141463415,7835,191,0.024377792
AZ,Maricopa,5/22/2020,4.713434029,0.043596628,1.10413449,7.558409232,28.33333333,0.256102808,33.45365854,9.253658537,11.9804878,1009.009756,7.195121951,7950,115,0.014465409
AZ,Maricopa,5/23/2020,4.564333593,0.0412221,1.076326093,5.49013422,3.666666667,0.186793369,32.27317073,13.70731707,14.56585366,1008.258537,6.941463415,8177,227,0.027760792
AZ,Maricopa,5/24/2020,4.77296408,0.039272846,1.077335698,5.758458933,6.333333333,0.201551723,32.8,14.20487805,13.36097561,1008.873171,6.980487805,8277,100,0.012081672
AZ,Maricopa,5/25/2020,4.525026379,0.034663489,1.049982861,8.10858961,8.666666667,0.227926665,34.65365854,11.77560976,10.52682927,1008.721951,7.375609756,8379,102,0.01217329
AZ,Maricopa,5/26/2020,5.60281316,0.034245477,1.131192417,14.80765582,16,0.337470713,38.56097561,8.907317073,7.834146341,1010.014634,7.907317073,8448,69,0.008167614
AZ,Maricopa,5/27/2020,5.816474022,0.038329077,1.16863578,11.09327468,16,0.295510506,39.29268293,10.08292683,11.73658537,1010.468293,8.307317073,8627,179,0.020748812
AZ,Maricopa,5/28/2020,4.926747591,0.037066587,1.182135227,8.277133813,16.33333333,0.219250503,40.51707317,12.14634146,12.9804878,1011.873171,8.731707317,8896,269,0.030238309
AZ,Maricopa,5/29/2020,6.602526288,0.043215216,1.247638976,9.337563008,19,0.255785384,43.68780488,14.37073171,9.853658537,1012.073171,8.892682927,9112,216,0.023705004
AZ,Maricopa,5/30/2020,7.136811901,0.034744044,1.179860105,6.428929211,19.66666667,0.197641619,40.76097561,18.02439024,11.04878049,1010.15122,8.795121951,9522,410,0.043058181
AZ,Maricopa,5/31/2020,6.621210012,0.037306211,1.20260199,6.637720602,18,0.21170318,40.37560976,14.57560976,13.28292683,1009.434146,8.170731707,9815,293,0.029852267
CA,Alameda,4/1/2020,,,,,,,14.65714286,64.71428571,10.58571429,1015.628571,4,313,,0
CA,Alameda,4/2/2020,,,,,,,16.41428571,55.27142857,8.085714286,1018,4.285714286,359,46,0.128133705
CA,Alameda,4/3/2020,,,,,,,15.31428571,64.91428571,8.557142857,1018,4,443,84,0.189616253
CA,Alameda,4/4/2020,,,,,,,12.11428571,84.68571429,11.04285714,1012,2.628571429,443,0,0
CA,Alameda,4/5/2020,,,,,,,11.75714286,80.64285714,14.81428571,1005.657143,2.857142857,566,123,0.217314488
CA,Alameda,4/6/2020,,,,,,,12.82857143,77.41428571,6.442857143,1012,2.857142857,588,22,0.037414966
CA,Alameda,4/7/2020,,,,,,,16.85714286,70.35714286,7.7,1017.857143,3.857142857,634,46,0.072555205
CA,Alameda,4/8/2020,,,,,,,17.3,76.6,7.028571429,1014,4.285714286,674,40,0.059347181
CA,Alameda,4/9/2020,,,,,,,16.44285714,79.15714286,5.171428571,1016,3.285714286,674,0,0
CA,Alameda,4/10/2020,,,,,,,16.94285714,79.18571429,8.171428571,1017,3.514285714,766,92,0.120104439
CA,Alameda,4/11/2020,,,,,,,18.11428571,79.54285714,6.785714286,1016.771429,3.942857143,806,40,0.049627792
CA,Alameda,4/12/2020,,,,,,,18.61428571,78.08571429,6.9,1016.285714,3.514285714,845,39,0.046153846
CA,Alameda,4/13/2020,,,,,,,22.01428571,73.47142857,6.457142857,1019.285714,4.985714286,888,43,0.048423423
CA,Alameda,4/14/2020,,,,,,,23.5,52.91428571,5.342857143,1022.585714,5.285714286,888,0,0
CA,Alameda,4/15/2020,,,,,,,23.67142857,52.4,5.1,1018,5.085714286,964,76,0.078838174
CA,Alameda,4/16/2020,,,,,,,21.98571429,72.51428571,6.314285714,1012,5,1007,43,0.042701092
CA,Alameda,4/17/2020,,,,,,,17.88571429,74.87142857,8.371428571,1013,3.8,1063,56,0.052681091
CA,Alameda,4/18/2020,,,,,,,18.15714286,69.51428571,8.457142857,1017.414286,3.7,1114,51,0.045780969
CA,Alameda,4/19/2020,,,,,,,18.45714286,72.65714286,7.257142857,1018,4.657142857,1164,50,0.042955326
CA,Alameda,4/20/2020,,,,,,,16.78571429,73.02857143,9.428571429,1019,3.942857143,1193,29,0.024308466
CA,Alameda,4/21/2020,,,,,,,18.97142857,71.8,8.8,1023,4.857142857,1241,48,0.038678485
CA,Alameda,4/22/2020,,,,,,,21.67142857,70.84285714,6.857142857,1024.342857,5,1242,1,0.000805153
CA,Alameda,4/23/2020,,,,,,,23.01428571,70.05714286,8.514285714,1021.857143,5.514285714,1352,110,0.081360947
CA,Alameda,4/24/2020,,,,,,,24.82857143,56.67142857,5.642857143,1018.985714,6,1403,51,0.036350677
CA,Alameda,4/25/2020,,,,,,,23.72857143,61.78571429,6.214285714,1017,4.657142857,1439,36,0.025017373
CA,Alameda,4/26/2020,,,,,,,22.11428571,60.2,8.585714286,1017.628571,5.285714286,1470,31,0.021088435
CA,Alameda,4/27/2020,,,,,,,22.54285714,60.8,8.085714286,1019.342857,5.285714286,1500,30,0.02
CA,Alameda,4/28/2020,,,,,,,25.61428571,67.67142857,6.5,1017.342857,6,1533,33,0.021526419
CA,Alameda,4/29/2020,,,,,,,21.92857143,73.38571429,8.671428571,1016,5.157142857,1568,35,0.022321429
CA,Alameda,4/30/2020,,0.03116,,,,,21.41428571,62.67142857,9.685714286,1018.628571,4.142857143,1603,35,0.021834061
CA,Alameda,5/1/2020,5.541645946,0.033068179,0.390603798,5.3718052,,0.342500754,20.61428571,58.25714286,9.2,1018.7,5,1636,33,0.020171149
CA,Alameda,5/2/2020,3.685559103,0.023053509,0.274777733,2.575753243,,0.337491095,20.82857143,75.87142857,8.685714286,1020,4.428571429,1706,70,0.041031653
CA,Alameda,5/3/2020,4.531098414,0.035737808,0.415099212,3.771949231,,0.316364623,18.04285714,59.14285714,9.8,1021.7,5,1749,43,0.024585477
CA,Alameda,5/4/2020,5.937506732,0.037199203,0.530547307,8.098890243,,0.358265949,21.65714286,48.55714286,6.6,1020.885714,5,1776,27,0.015202703
CA,Alameda,5/5/2020,4.524350571,0.031409832,0.322760793,6.150623571,,0.349313064,21.61428571,61.67142857,9.2,1020,5.314285714,1809,33,0.018242123
CA,Alameda,5/6/2020,7.287362177,0.033137983,0.430517948,7.862770215,,0.358121506,23.82857143,54.12857143,7.814285714,1020,5.1,1863,54,0.028985507
CA,Alameda,5/7/2020,9.311780545,0.031778549,0.431865557,10.55362092,,0.400162584,27.4,41.58571429,5.814285714,1014,6.185714286,1917,54,0.028169014
CA,Alameda,5/8/2020,10.30538857,0.036961234,0.680448687,10.11856584,,0.391418809,28.82857143,42.65714286,5.485714286,1012,5.614285714,1961,44,0.022437532
CA,Alameda,5/9/2020,8.538047638,0.034656359,0.186983919,5.248238315,,0.342284923,24.87142857,56.18571429,6.885714286,1012,5.614285714,2023,62,0.030647553
CA,Alameda,5/10/2020,8.409222229,0.0369241,0.083643291,3.172749943,,0.318819942,21.77142857,62.18571429,7.8,1013,5.314285714,2064,41,0.019864341
CA,Alameda,5/11/2020,4.89916751,0.032734075,0.158558881,5.557959328,,0.319072894,20.55714286,67.77142857,11.1,1014,4,2101,37,0.017610662
CA,Alameda,5/12/2020,4.231761903,0.034733361,0.119842052,4.844720485,,0.317000819,18.21428571,70.47142857,12.17142857,1016,3.9,2133,32,0.015002344
CA,Alameda,5/13/2020,4.511730175,0.024957483,0.126173288,5.208840871,,0.32145365,18.41428571,71.1,8.442857143,1018,4.014285714,2178,45,0.020661157
CA,Alameda,5/14/2020,3.854976548,0.022922026,0.086171541,5.7252173,,0.301407022,20.32857143,72.31428571,8.057142857,1019,4.7,2234,56,0.025067144
CA,Alameda,5/15/2020,3.819235326,0.030470441,0.23465479,6.4346102,,0.277743148,20.25714286,67.25714286,8.614285714,1016,5,2367,133,0.056189269
CA,Alameda,5/16/2020,2.766356783,0.020175344,0.131747146,3.3039442,,0.268188756,21.45714286,65.24285714,8.371428571,1013,5,2351,-16,-0.006805615
CA,Alameda,5/17/2020,3.89723807,0.030363026,0.019199419,1.998438686,,0.244246957,19.11428571,72.38571429,14.7,1011,4,2392,41,0.017140468
CA,Alameda,5/18/2020,4.289639038,0.0327891,0.118240703,4.027480271,,0.283500954,17.68571429,68.64285714,15.02857143,1013,3.885714286,2457,65,0.026455026
CA,Alameda,5/19/2020,4.383971028,0.030808417,0.129121873,4.517992757,,0.296913246,18.31428571,70.48571429,11.57142857,1017,4.585714286,2522,65,0.025773196
CA,Alameda,5/20/2020,4.819922764,0.026712309,0.164147939,5.172710457,,0.301722119,19.44285714,70.9,10.21428571,1019,5,2560,38,0.01484375
CA,Alameda,5/21/2020,6.490728792,0.027471956,0.167486966,5.876755929,,0.324730843,22.04285714,66.74285714,9.257142857,1016,5.6,2609,49,0.018781142
CA,Alameda,5/22/2020,7.50585507,0.029457359,0.270518284,5.922247443,,0.309018009,20.2,59.31428571,9.1,1013,4,2708,99,0.036558346
CA,Alameda,5/23/2020,9.304458247,0.027566113,0.25328217,5.892589,,0.346116475,23.61428571,54.27142857,7.128571429,1014,5.614285714,2760,52,0.01884058
CA,Alameda,5/24/2020,10.37788889,0.03005186,0.32114707,6.445553171,,0.350900182,26.92857143,48.22857143,6.1,1014,6.514285714,2847,87,0.030558483
CA,Alameda,5/25/2020,9.899571436,0.029582276,0.387202714,7.366411771,,0.39044918,30.34285714,43.7,5.4,1012,6.614285714,2874,27,0.009394572
CA,Alameda,5/26/2020,10.46854314,0.025102072,0.478922821,10.20900069,,0.410770445,31.42857143,44.77142857,5.771428571,1011,7.614285714,2986,112,0.037508372
CA,Alameda,5/27/2020,9.686820565,0.024544968,0.298258133,9.319717629,,0.399098583,31.48571429,46.22857143,6.5,1012,6.914285714,3049,63,0.020662512
CA,Alameda,5/28/2020,5.171489989,0.027713283,0.142297357,7.899164371,,0.366149373,28.72857143,53.67142857,7.2,1012,6.628571429,3097,48,0.01549887
