county,state,date_time,tempC,humidity,windspeedKmph,pressure,uvIndex
New York,New York,2020-05-27,21.926829268292682,77.64634146341463,12.634146341463415,1023.0,5.573170731707317
New York,New York,2020-05-28,20.365853658536587,88.70731707317073,17.378048780487806,1021.7439024390244,4.0
New York,New York,2020-05-29,23.621951219512194,84.58536585365853,19.71951219512195,1015.2073170731708,5.0
New York,New York,2020-05-30,26.963414634146343,57.792682926829265,16.195121951219512,1012.0,6.036585365853658
New York,New York,2020-05-31,20.317073170731707,41.1219512195122,21.670731707317074,1018.0,5.0
Westchester,New York,2020-04-01,10.141176470588235,61.423529411764704,15.623529411764705,1009.0,2.541176470588235
Westchester,New York,2020-04-02,11.176470588235293,61.529411764705884,24.88235294117647,1005.8352941176471,2.0
Westchester,New York,2020-04-03,9.658823529411764,77.5764705882353,23.811764705882354,1005.1529411764706,2.0
Westchester,New York,2020-04-04,12.976470588235294,70.23529411764706,11.847058823529412,1015.964705882353,3.0470588235294116
Westchester,New York,2020-04-05,13.176470588235293,74.71764705882353,8.694117647058823,1017.3882352941176,2.9647058823529413
Westchester,New York,2020-04-06,16.63529411764706,50.68235294117647,10.964705882352941,1016.7529411764706,4.270588235294118
Westchester,New York,2020-04-07,16.75294117647059,47.11764705882353,10.576470588235294,1011.3058823529411,4.0
Westchester,New York,2020-04-08,16.188235294117646,77.49411764705883,7.270588235294118,1001.0,3.0
Westchester,New York,2020-04-09,13.694117647058823,68.24705882352941,23.8,994.0,3.0
Westchester,New York,2020-04-10,8.658823529411764,52.529411764705884,28.847058823529412,996.1411764705882,2.0
Westchester,New York,2020-04-11,11.023529411764706,46.62352941176471,19.58823529411765,1012.8705882352941,3.0
Westchester,New York,2020-04-12,15.905882352941177,57.05882352941177,13.964705882352941,1020.1647058823529,3.0
Westchester,New York,2020-04-13,17.623529411764707,82.8,36.78823529411765,1007.5176470588235,3.7529411764705882
Westchester,New York,2020-04-14,13.141176470588235,51.67058823529412,13.858823529411765,1017.0,3.635294117647059
Westchester,New York,2020-04-15,10.176470588235293,42.67058823529412,14.717647058823529,1014.3058823529411,2.6941176470588237
Westchester,New York,2020-04-16,8.023529411764706,43.44705882352941,20.188235294117646,1018.2705882352941,2.7294117647058824
Westchester,New York,2020-04-17,9.423529411764706,51.34117647058824,14.623529411764705,1022.0,2.0
Westchester,New York,2020-04-18,7.964705882352941,80.58823529411765,13.764705882352942,1008.0,2.0
Westchester,New York,2020-04-19,15.023529411764706,53.705882352941174,17.83529411764706,1011.0,4.0
Westchester,New York,2020-04-20,12.905882352941177,54.95294117647059,11.141176470588235,1005.0,2.3058823529411763
Westchester,New York,2020-04-21,13.588235294117647,64.95294117647059,22.023529411764706,1002.035294117647,3.0
Westchester,New York,2020-04-22,9.447058823529412,39.62352941176471,23.541176470588237,1011.2705882352941,3.0
Westchester,New York,2020-04-23,10.847058823529412,47.576470588235296,9.647058823529411,1017.0,2.0
Westchester,New York,2020-04-24,7.235294117647059,89.98823529411764,14.741176470588234,1008.2823529411764,2.0
Westchester,New York,2020-04-25,16.435294117647057,63.576470588235296,8.458823529411765,1017.0,3.4352941176470586
Westchester,New York,2020-04-26,9.329411764705883,79.92941176470588,21.31764705882353,1011.6941176470589,2.0
Westchester,New York,2020-04-27,7.694117647058824,84.25882352941177,17.141176470588235,1012.0,2.0
Westchester,New York,2020-04-28,16.352941176470587,61.423529411764704,10.270588235294118,1020.0,4.0
Westchester,New York,2020-04-29,12.0,70.84705882352941,16.870588235294118,1022.7294117647059,3.0
Westchester,New York,2020-04-30,14.870588235294118,83.8,32.35294117647059,1016.2470588235294,3.0
Westchester,New York,2020-05-01,16.894117647058824,82.31764705882352,10.505882352941176,1005.964705882353,3.8941176470588235
Westchester,New York,2020-05-02,20.129411764705882,55.28235294117647,15.51764705882353,1013.0,5.0
Westchester,New York,2020-05-03,23.388235294117646,59.6,13.294117647058824,1007.3294117647059,5.294117647058823
Westchester,New York,2020-05-04,17.36470588235294,51.62352941176471,19.858823529411765,1006.0,3.8
Westchester,New York,2020-05-05,15.623529411764705,43.38823529411765,14.647058823529411,1012.0,4.0
Westchester,New York,2020-05-06,11.788235294117648,65.31764705882352,12.952941176470588,1010.0,2.3294117647058825
Westchester,New York,2020-05-07,16.941176470588236,53.470588235294116,13.388235294117647,1008.0,3.7058823529411766
Westchester,New York,2020-05-08,12.623529411764705,65.63529411764706,10.964705882352941,1008.0,2.6470588235294117
Westchester,New York,2020-05-09,8.2,51.8235294117647,29.694117647058825,1010.1647058823529,1.7176470588235293
Westchester,New York,2020-05-10,15.2,47.89411764705882,20.88235294117647,1017.3294117647059,3.3294117647058825
Westchester,New York,2020-05-11,14.811764705882354,66.41176470588235,19.435294117647057,1011.0,3.0
Westchester,New York,2020-05-12,13.341176470588236,46.65882352941176,20.8,1016.8705882352941,3.3294117647058825
Westchester,New York,2020-05-13,15.011764705882353,43.04705882352941,12.670588235294117,1025.2941176470588,4.0
Westchester,New York,2020-05-14,17.04705882352941,50.67058823529412,10.941176470588236,1024.8470588235293,3.541176470588235
Westchester,New York,2020-05-15,25.870588235294118,71.18823529411765,22.50588235294118,1013.3294117647059,5.0
Westchester,New York,2020-05-16,25.352941176470587,62.188235294117646,9.011764705882353,1017.0,4.964705882352941
Westchester,New York,2020-05-17,18.764705882352942,77.89411764705882,15.188235294117646,1017.0,3.3294117647058825
Westchester,New York,2020-05-18,18.788235294117648,63.294117647058826,15.035294117647059,1021.0,4.929411764705883
Westchester,New York,2020-05-19,17.705882352941178,49.27058823529412,23.011764705882353,1023.6705882352941,4.8
Westchester,New York,2020-05-20,16.705882352941178,46.98823529411764,16.75294117647059,1030.0,3.9647058823529413
Westchester,New York,2020-05-21,18.48235294117647,57.705882352941174,8.870588235294118,1028.035294117647,4.894117647058824
Westchester,New York,2020-05-22,22.188235294117646,74.83529411764705,10.48235294117647,1021.0,5.470588235294118
Westchester,New York,2020-05-23,18.729411764705883,86.50588235294117,11.564705882352941,1017.0,4.0
Westchester,New York,2020-05-24,19.36470588235294,61.188235294117646,14.8,1024.0,4.929411764705883
Westchester,New York,2020-05-25,21.105882352941176,78.76470588235294,8.941176470588236,1023.0,4.0
Westchester,New York,2020-05-26,24.564705882352943,75.94117647058823,7.458823529411765,1022.4,5.929411764705883
Westchester,New York,2020-05-27,23.870588235294118,75.04705882352941,10.576470588235294,1023.0,6.0
Westchester,New York,2020-05-28,21.741176470588236,87.27058823529411,14.776470588235295,1021.8470588235294,4.470588235294118
Westchester,New York,2020-05-29,25.188235294117646,84.96470588235294,16.211764705882352,1015.035294117647,5.0
Westchester,New York,2020-05-30,26.55294117647059,60.43529411764706,13.811764705882354,1012.0,6.0
Westchester,New York,2020-05-31,19.49411764705882,46.023529411764706,17.988235294117647,1018.0,5.0
Nassau,New York,2020-04-01,10.0,58.08571428571429,19.933333333333334,1009.0,2.0
Nassau,New York,2020-04-02,11.438095238095238,58.79047619047619,28.961904761904762,1005.447619047619,2.0
Nassau,New York,2020-04-03,10.0,76.08571428571429,28.047619047619047,1004.8857142857142,2.0
Nassau,New York,2020-04-04,12.438095238095238,69.06666666666666,15.952380952380953,1015.0190476190476,3.0285714285714285
Nassau,New York,2020-04-05,10.019047619047619,78.61904761904762,12.933333333333334,1018.0,2.0
Nassau,New York,2020-04-06,16.476190476190474,48.78095238095238,11.838095238095239,1016.0190476190476,4.0
Nassau,New York,2020-04-07,15.438095238095238,47.20952380952381,13.39047619047619,1012.0,4.0
Nassau,New York,2020-04-08,15.038095238095238,76.61904761904762,11.39047619047619,1001.0,3.0
Nassau,New York,2020-04-09,14.428571428571429,66.18095238095238,27.97142857142857,994.0,3.0
Nassau,New York,2020-04-10,9.0,48.61904761904762,34.904761904761905,996.447619047619,2.019047619047619
Nassau,New York,2020-04-11,11.438095238095238,43.095238095238095,23.35238095238095,1013.0,3.0
Nassau,New York,2020-04-12,14.438095238095238,60.161904761904765,20.904761904761905,1020.9809523809524,3.5619047619047617
Nassau,New York,2020-04-13,15.019047619047619,84.54285714285714,45.32380952380952,1008.0285714285715,3.0
Nassau,New York,2020-04-14,12.457142857142857,50.180952380952384,16.961904761904762,1017.0,3.9714285714285715
Nassau,New York,2020-04-15,10.485714285714286,43.31428571428572,18.38095238095238,1014.9714285714285,2.085714285714286
Nassau,New York,2020-04-16,9.0,40.77142857142857,25.904761904761905,1018.0190476190476,3.0
Nassau,New York,2020-04-17,9.0,47.05714285714286,19.02857142857143,1022.0,2.0
Nassau,New York,2020-04-18,8.971428571428572,77.23809523809524,14.428571428571429,1008.0,2.0
Nassau,New York,2020-04-19,13.342857142857143,54.75238095238095,22.571428571428573,1011.0,4.0
Nassau,New York,2020-04-20,12.457142857142857,56.86666666666667,13.961904761904762,1005.0,3.0
Nassau,New York,2020-04-21,11.99047619047619,66.29523809523809,28.98095238095238,1003.0,3.0
Nassau,New York,2020-04-22,10.0,36.095238095238095,28.35238095238095,1011.447619047619,3.0
Nassau,New York,2020-04-23,9.438095238095238,48.523809523809526,10.961904761904762,1017.0,2.0
Nassau,New York,2020-04-24,8.0,88.54285714285714,19.466666666666665,1008.0,2.0
Nassau,New York,2020-04-25,14.00952380952381,66.13333333333334,10.504761904761905,1017.0,4.0
Nassau,New York,2020-04-26,10.457142857142857,81.60952380952381,25.771428571428572,1011.0,2.0
Nassau,New York,2020-04-27,9.0,78.99047619047619,21.914285714285715,1011.9714285714285,2.0
Nassau,New York,2020-04-28,15.323809523809524,60.180952380952384,15.028571428571428,1020.0,4.0
Nassau,New York,2020-04-29,11.466666666666667,71.07619047619048,19.476190476190474,1022.9809523809524,3.0
Nassau,New York,2020-04-30,14.466666666666667,82.48571428571428,40.87619047619047,1016.5809523809523,3.0
Nassau,New York,2020-05-01,15.466666666666667,83.12380952380953,12.933333333333334,1005.0095238095238,3.0
Nassau,New York,2020-05-02,19.514285714285716,51.095238095238095,18.476190476190474,1013.0,5.0
Nassau,New York,2020-05-03,23.495238095238093,60.12380952380953,15.914285714285715,1008.0,5.0
Nassau,New York,2020-05-04,18.01904761904762,48.628571428571426,22.885714285714286,1006.0,4.0095238095238095
Nassau,New York,2020-05-05,15.466666666666667,41.51428571428571,16.438095238095237,1012.0,3.5619047619047617
Nassau,New York,2020-05-06,12.447619047619048,64.08571428571429,14.466666666666667,1009.4857142857143,3.0
Nassau,New York,2020-05-07,16.485714285714284,49.08571428571429,14.961904761904762,1008.0,4.0
Nassau,New York,2020-05-08,12.561904761904762,59.63809523809524,11.923809523809524,1008.0,3.0
Nassau,New York,2020-05-09,9.0,43.542857142857144,35.40952380952381,1010.0095238095238,2.5047619047619047
Nassau,New York,2020-05-10,14.942857142857143,46.15238095238095,26.0,1018.0,4.0
Nassau,New York,2020-05-11,14.476190476190476,62.628571428571426,23.923809523809524,1011.0,3.0
Nassau,New York,2020-05-12,13.495238095238095,42.98095238095238,24.914285714285715,1017.0,4.0
Nassau,New York,2020-05-13,14.476190476190476,40.076190476190476,14.485714285714286,1025.009523809524,4.0
Nassau,New York,2020-05-14,15.466666666666667,52.58095238095238,14.428571428571429,1025.0,4.0
Nassau,New York,2020-05-15,24.409523809523808,71.23809523809524,25.01904761904762,1014.0,4.933333333333334
Nassau,New York,2020-05-16,23.00952380952381,62.59047619047619,12.495238095238095,1017.0,5.438095238095238
Nassau,New York,2020-05-17,16.942857142857143,78.64761904761905,20.438095238095237,1017.0,3.4761904761904763
Nassau,New York,2020-05-18,17.952380952380953,59.13333333333333,19.97142857142857,1021.0,5.0
Nassau,New York,2020-05-19,17.466666666666665,47.04761904761905,29.961904761904762,1023.0190476190476,5.0
Nassau,New York,2020-05-20,15.952380952380953,49.05714285714286,22.876190476190477,1030.0,3.0
Nassau,New York,2020-05-21,15.542857142857143,63.57142857142857,10.504761904761905,1028.5523809523809,4.0095238095238095
Nassau,New York,2020-05-22,19.485714285714284,79.53333333333333,12.504761904761905,1021.0,4.933333333333334
Nassau,New York,2020-05-23,18.485714285714284,85.53333333333333,13.514285714285714,1017.0,4.0
Nassau,New York,2020-05-24,18.02857142857143,64.60952380952381,19.438095238095237,1024.0,4.561904761904762
Nassau,New York,2020-05-25,19.952380952380953,78.60952380952381,11.019047619047619,1023.0,4.0
Nassau,New York,2020-05-26,20.961904761904762,81.07619047619048,8.971428571428572,1023.0,5.466666666666667
Nassau,New York,2020-05-27,20.961904761904762,79.63809523809523,12.41904761904762,1023.0,5.466666666666667
Nassau,New York,2020-05-28,19.466666666666665,89.4952380952381,17.942857142857143,1022.0,4.0
Nassau,New York,2020-05-29,21.942857142857143,87.57142857142857,24.447619047619046,1016.0,4.495238095238095
Nassau,New York,2020-05-30,26.02857142857143,60.05714285714286,17.895238095238096,1012.0,6.0
Nassau,New York,2020-05-31,19.914285714285715,43.628571428571426,20.36190476190476,1017.9142857142857,5.0
