,location,date_time,tempC,humidity,windspeedKmph,pressure,uvIndex
0,14110,2020-04-01,6,74,13,1014,2
1,14110,2020-04-02,4,85,15,1017,1
2,14110,2020-04-03,3,92,12,1016,1
3,14110,2020-04-04,9,92,3,1018,2
4,14110,2020-04-05,9,89,9,1019,2
5,14110,2020-04-06,11,58,5,1020,3
6,14110,2020-04-07,14,64,6,1011,3
7,14110,2020-04-08,12,89,12,1002,2
8,14110,2020-04-09,7,84,23,995,1
9,14110,2020-04-10,1,87,32,1003,1
10,14110,2020-04-11,5,73,17,1015,1
11,14110,2020-04-12,13,74,17,1014,2
12,14110,2020-04-13,14,87,32,1000,3
13,14110,2020-04-14,4,63,20,1019,1
14,14110,2020-04-15,4,68,16,1016,1
15,14110,2020-04-16,0,81,16,1022,1
16,14110,2020-04-17,1,88,8,1020,1
17,14110,2020-04-18,4,90,15,1012,1
18,14110,2020-04-19,7,90,22,1009,2
19,14110,2020-04-20,8,67,7,1008,2
20,14110,2020-04-21,5,77,30,1002,1
21,14110,2020-04-22,2,63,24,1015,1
22,14110,2020-04-23,5,91,10,1014,1
23,14110,2020-04-24,10,92,7,1010,2
24,14110,2020-04-25,13,84,10,1016,2
25,14110,2020-04-26,6,96,20,1012,2
26,14110,2020-04-27,9,87,15,1019,2
27,14110,2020-04-28,12,76,11,1019,2
28,14110,2020-04-29,16,83,28,1012,3
29,14110,2020-04-30,11,92,17,1004,3
30,14110,2020-05-01,12,90,11,1010,2
31,14110,2020-05-02,17,81,13,1014,3
32,14110,2020-05-03,18,83,17,1008,4
33,14110,2020-05-04,8,76,17,1014,2
34,14110,2020-05-05,9,58,11,1016,2
35,14110,2020-05-06,9,66,14,1012,2
36,14110,2020-05-07,10,78,15,1011,2
37,14110,2020-05-08,5,70,14,1011,1
38,14110,2020-05-09,3,71,27,1016,1
39,14110,2020-05-10,9,88,16,1016,2
40,14110,2020-05-11,4,97,16,1013,1
41,14110,2020-05-12,7,72,18,1021,1
42,14110,2020-05-13,10,69,6,1027,3
43,14110,2020-05-14,14,82,15,1021,3
44,14110,2020-05-15,15,96,24,1011,4
45,14110,2020-05-16,20,82,9,1017,5
46,14110,2020-05-17,19,94,24,1011,4
47,14110,2020-05-18,14,92,21,1018,3
48,14110,2020-05-19,18,76,19,1021,5
49,14110,2020-05-20,17,63,17,1027,4
50,14110,2020-05-21,21,60,9,1025,5
51,14110,2020-05-22,19,92,8,1019,4
52,14110,2020-05-23,19,94,7,1017,4
53,14110,2020-05-24,24,88,17,1018,5
54,14110,2020-05-25,26,88,12,1018,5
55,14110,2020-05-26,29,81,7,1019,6
56,14110,2020-05-27,26,80,12,1019,6
57,14110,2020-05-28,21,89,17,1015,4
58,14110,2020-05-29,22,92,20,1011,5
59,14110,2020-05-30,16,91,17,1016,3
60,14110,2020-05-31,11,78,13,1023,2
