,location,date_time,tempC,humidity,windspeedKmph,pressure,uvIndex
0,18940,2020-04-01,11,61,15,1009,2
1,18940,2020-04-02,11,56,25,1008,2
2,18940,2020-04-03,12,70,22,1007,3
3,18940,2020-04-04,15,69,10,1016,3
4,18940,2020-04-05,18,68,7,1018,3
5,18940,2020-04-06,18,52,10,1017,4
6,18940,2020-04-07,19,51,6,1012,5
7,18940,2020-04-08,22,70,12,1001,4
8,18940,2020-04-09,20,59,22,995,3
9,18940,2020-04-10,10,49,28,999,2
10,18940,2020-04-11,12,43,17,1015,3
11,18940,2020-04-12,21,53,15,1020,5
12,18940,2020-04-13,23,75,33,1007,4
13,18940,2020-04-14,14,49,13,1018,3
14,18940,2020-04-15,11,47,13,1016,3
15,18940,2020-04-16,9,44,18,1020,3
16,18940,2020-04-17,11,50,10,1022,2
17,18940,2020-04-18,9,75,13,1009,2
18,18940,2020-04-19,16,51,14,1012,4
19,18940,2020-04-20,14,60,10,1005,3
20,18940,2020-04-21,16,59,22,1003,3
21,18940,2020-04-22,11,38,20,1013,3
22,18940,2020-04-23,15,52,9,1016,3
23,18940,2020-04-24,9,91,13,1007,2
24,18940,2020-04-25,18,67,8,1017,4
25,18940,2020-04-26,11,90,18,1009,3
26,18940,2020-04-27,7,86,15,1013,2
27,18940,2020-04-28,17,58,9,1020,4
28,18940,2020-04-29,15,74,17,1021,3
29,18940,2020-04-30,18,83,28,1013,4
30,18940,2020-05-01,18,78,12,1006,4
31,18940,2020-05-02,21,53,14,1014,5
32,18940,2020-05-03,25,62,15,1008,6
33,18940,2020-05-04,19,57,18,1008,4
34,18940,2020-05-05,16,46,12,1013,4
35,18940,2020-05-06,11,67,10,1009,3
36,18940,2020-05-07,17,49,15,1009,4
37,18940,2020-05-08,15,69,9,1008,3
38,18940,2020-05-09,9,43,25,1013,2
39,18940,2020-05-10,16,42,17,1019,4
40,18940,2020-05-11,13,62,19,1012,3
41,18940,2020-05-12,14,47,19,1019,4
42,18940,2020-05-13,17,46,10,1026,4
43,18940,2020-05-14,21,55,11,1024,4
44,18940,2020-05-15,28,70,20,1015,5
45,18940,2020-05-16,25,62,9,1017,6
46,18940,2020-05-17,29,71,16,1016,5
47,18940,2020-05-18,19,61,18,1020,5
48,18940,2020-05-19,18,47,24,1022,5
49,18940,2020-05-20,16,53,19,1029,3
50,18940,2020-05-21,20,66,9,1028,5
51,18940,2020-05-22,22,81,7,1021,4
52,18940,2020-05-23,20,88,8,1016,4
53,18940,2020-05-24,20,69,12,1023,4
54,18940,2020-05-25,23,77,9,1023,4
55,18940,2020-05-26,28,73,7,1023,6
56,18940,2020-05-27,26,75,10,1023,5
57,18940,2020-05-28,24,85,14,1021,5
58,18940,2020-05-29,28,80,16,1015,6
59,18940,2020-05-30,27,58,13,1013,6
60,18940,2020-05-31,20,49,18,1019,5
