,location,date_time,tempC,humidity,windspeedKmph,pressure,uvIndex
0,15263,2020-04-01,12,73,11,1012,2
1,15263,2020-04-02,8,73,15,1018,2
2,15263,2020-04-03,13,67,14,1017,3
3,15263,2020-04-04,17,69,4,1017,4
4,15263,2020-04-05,14,80,7,1018,3
5,15263,2020-04-06,18,56,5,1019,4
6,15263,2020-04-07,19,81,9,1010,3
7,15263,2020-04-08,20,78,11,1003,4
8,15263,2020-04-09,10,69,24,999,2
9,15263,2020-04-10,7,65,24,1009,1
10,15263,2020-04-11,11,66,12,1017,2
11,15263,2020-04-12,16,71,12,1013,3
12,15263,2020-04-13,17,80,21,1003,3
13,15263,2020-04-14,8,62,12,1021,2
14,15263,2020-04-15,9,57,14,1018,2
15,15263,2020-04-16,8,61,15,1024,2
16,15263,2020-04-17,11,72,9,1019,2
17,15263,2020-04-18,10,73,14,1013,2
18,15263,2020-04-19,14,73,15,1011,2
19,15263,2020-04-20,15,59,9,1006,4
20,15263,2020-04-21,8,62,23,1006,2
21,15263,2020-04-22,11,56,13,1017,3
22,15263,2020-04-23,17,86,8,1011,3
23,15263,2020-04-24,16,87,10,1007,3
24,15263,2020-04-25,19,78,10,1013,3
25,15263,2020-04-26,12,93,14,1007,3
26,15263,2020-04-27,14,72,13,1019,2
27,15263,2020-04-28,12,88,10,1018,2
28,15263,2020-04-29,20,77,17,1009,4
29,15263,2020-04-30,13,85,15,1005,3
30,15263,2020-05-01,11,85,11,1011,2
31,15263,2020-05-02,16,79,12,1016,3
32,15263,2020-05-03,21,90,13,1010,4
33,15263,2020-05-04,12,76,15,1014,4
34,15263,2020-05-05,12,76,9,1013,2
35,15263,2020-05-06,9,90,12,1010,2
36,15263,2020-05-07,15,75,14,1013,3
37,15263,2020-05-08,9,93,10,1011,2
38,15263,2020-05-09,7,58,18,1019,1
39,15263,2020-05-10,16,72,16,1018,3
40,15263,2020-05-11,7,86,18,1017,2
41,15263,2020-05-12,12,73,13,1023,2
42,15263,2020-05-13,16,74,7,1026,4
43,15263,2020-05-14,20,83,9,1021,3
44,15263,2020-05-15,22,91,18,1015,4
45,15263,2020-05-16,21,94,6,1016,4
46,15263,2020-05-17,23,89,19,1013,5
47,15263,2020-05-18,23,81,16,1014,4
48,15263,2020-05-19,18,65,17,1018,5
49,15263,2020-05-20,17,57,17,1024,4
50,15263,2020-05-21,20,77,14,1024,5
51,15263,2020-05-22,21,93,6,1018,4
52,15263,2020-05-23,23,87,5,1017,4
53,15263,2020-05-24,26,86,9,1018,5
54,15263,2020-05-25,28,85,7,1019,5
55,15263,2020-05-26,28,79,10,1020,6
56,15263,2020-05-27,26,81,9,1019,5
57,15263,2020-05-28,27,87,12,1015,5
58,15263,2020-05-29,25,87,15,1013,5
59,15263,2020-05-30,21,81,10,1017,4
60,15263,2020-05-31,17,71,11,1023,4
