,location,date_time,tempC,humidity,windspeedKmph,pressure,uvIndex
0,20918,2020-04-01,11,73,12,1010,2
1,20918,2020-04-02,11,57,20,1012,2
2,20918,2020-04-03,14,61,23,1010,3
3,20918,2020-04-04,14,75,8,1017,3
4,20918,2020-04-05,19,72,8,1018,3
5,20918,2020-04-06,19,55,9,1017,5
6,20918,2020-04-07,22,66,7,1011,4
7,20918,2020-04-08,24,71,13,1002,5
8,20918,2020-04-09,22,59,21,997,4
9,20918,2020-04-10,10,46,27,1005,3
10,20918,2020-04-11,14,51,13,1017,4
11,20918,2020-04-12,21,65,14,1018,4
12,20918,2020-04-13,25,74,27,1006,5
13,20918,2020-04-14,12,60,11,1019,3
14,20918,2020-04-15,11,58,11,1017,3
15,20918,2020-04-16,10,50,16,1022,3
16,20918,2020-04-17,15,58,9,1021,3
17,20918,2020-04-18,12,71,14,1010,2
18,20918,2020-04-19,18,63,11,1013,3
19,20918,2020-04-20,15,64,11,1005,3
20,20918,2020-04-21,15,63,22,1005,3
21,20918,2020-04-22,13,44,16,1016,3
22,20918,2020-04-23,18,70,11,1015,3
23,20918,2020-04-24,16,90,10,1006,3
24,20918,2020-04-25,17,81,8,1016,3
25,20918,2020-04-26,19,90,11,1007,4
26,20918,2020-04-27,12,74,17,1015,2
27,20918,2020-04-28,14,74,7,1021,3
28,20918,2020-04-29,23,76,15,1017,4
29,20918,2020-04-30,18,87,18,1008,4
30,20918,2020-05-01,19,68,14,1008,4
31,20918,2020-05-02,23,55,12,1017,5
32,20918,2020-05-03,24,80,11,1009,5
33,20918,2020-05-04,20,59,18,1010,5
34,20918,2020-05-05,14,65,7,1014,3
35,20918,2020-05-06,14,80,12,1008,3
36,20918,2020-05-07,19,54,13,1012,5
37,20918,2020-05-08,18,64,15,1009,4
38,20918,2020-05-09,11,38,19,1018,3
39,20918,2020-05-10,18,46,13,1020,4
40,20918,2020-05-11,14,58,17,1015,3
41,20918,2020-05-12,16,50,13,1022,4
42,20918,2020-05-13,20,48,8,1026,5
43,20918,2020-05-14,18,77,9,1024,3
44,20918,2020-05-15,28,67,16,1017,6
45,20918,2020-05-16,27,79,7,1017,5
46,20918,2020-05-17,31,72,12,1014,7
47,20918,2020-05-18,20,77,13,1017,4
48,20918,2020-05-19,19,52,20,1020,5
49,20918,2020-05-20,17,59,19,1026,3
50,20918,2020-05-21,19,75,15,1026,4
51,20918,2020-05-22,25,92,9,1018,5
52,20918,2020-05-23,28,72,8,1016,6
53,20918,2020-05-24,22,80,11,1022,4
54,20918,2020-05-25,26,77,7,1022,5
55,20918,2020-05-26,29,77,7,1022,6
56,20918,2020-05-27,26,79,9,1022,5
57,20918,2020-05-28,27,86,15,1018,6
58,20918,2020-05-29,32,77,15,1015,6
59,20918,2020-05-30,28,58,10,1014,7
60,20918,2020-05-31,22,42,16,1020,6
