,location,date_time,tempC,humidity,windspeedKmph,pressure,uvIndex
0,80204,2020-04-01,18,37,14,1005,4
1,80204,2020-04-02,4,78,14,1010,1
2,80204,2020-04-03,5,68,14,1021,1
3,80204,2020-04-04,14,50,11,1013,3
4,80204,2020-04-05,18,46,12,1007,4
5,80204,2020-04-06,20,30,15,1008,4
6,80204,2020-04-07,20,26,11,1012,4
7,80204,2020-04-08,19,30,9,1015,4
8,80204,2020-04-09,11,63,11,1017,2
9,80204,2020-04-10,20,43,11,1011,3
10,80204,2020-04-11,18,32,9,1003,3
11,80204,2020-04-12,-3,81,22,1012,1
12,80204,2020-04-13,-4,85,13,1023,1
13,80204,2020-04-14,3,64,8,1025,2
14,80204,2020-04-15,10,53,10,1015,2
15,80204,2020-04-16,-2,97,15,1018,1
16,80204,2020-04-17,10,71,6,1022,2
17,80204,2020-04-18,12,58,9,1011,2
18,80204,2020-04-19,13,60,10,1011,2
19,80204,2020-04-20,16,49,6,1013,4
20,80204,2020-04-21,16,53,7,1013,3
21,80204,2020-04-22,16,46,13,1012,4
22,80204,2020-04-23,18,43,12,1010,3
23,80204,2020-04-24,13,59,14,1016,2
24,80204,2020-04-25,15,47,7,1020,3
25,80204,2020-04-26,20,44,12,1017,4
26,80204,2020-04-27,23,40,10,1015,5
27,80204,2020-04-28,21,38,19,1016,5
28,80204,2020-04-29,19,36,10,1023,4
29,80204,2020-04-30,27,31,10,1013,6
30,80204,2020-05-01,27,33,11,1011,6
31,80204,2020-05-02,23,61,12,1014,4
32,80204,2020-05-03,25,54,8,1013,5
33,80204,2020-05-04,19,54,12,1014,4
34,80204,2020-05-05,19,32,7,1022,4
35,80204,2020-05-06,21,38,12,1022,5
36,80204,2020-05-07,20,31,15,1015,5
37,80204,2020-05-08,15,47,16,1024,4
38,80204,2020-05-09,12,48,16,1021,2
39,80204,2020-05-10,15,47,10,1023,4
40,80204,2020-05-11,10,60,8,1016,2
41,80204,2020-05-12,24,49,10,1009,4
42,80204,2020-05-13,24,26,13,1006,5
43,80204,2020-05-14,20,53,7,1011,4
44,80204,2020-05-15,20,64,9,1011,4
45,80204,2020-05-16,20,57,10,1012,4
46,80204,2020-05-17,29,48,9,1012,6
47,80204,2020-05-18,30,45,9,1012,6
48,80204,2020-05-19,30,31,14,1010,6
49,80204,2020-05-20,27,37,23,1006,6
50,80204,2020-05-21,21,36,11,1011,5
51,80204,2020-05-22,25,35,15,1010,5
52,80204,2020-05-23,25,23,12,1005,5
53,80204,2020-05-24,17,59,12,1013,3
54,80204,2020-05-25,16,56,7,1018,4
55,80204,2020-05-26,22,41,8,1016,5
56,80204,2020-05-27,27,47,8,1016,6
57,80204,2020-05-28,22,64,9,1020,5
58,80204,2020-05-29,29,55,9,1019,5
59,80204,2020-05-30,29,49,12,1017,5
60,80204,2020-05-31,29,55,11,1016,5
