,location,date_time,tempC,humidity,windspeedKmph,pressure,uvIndex
0,43206,2020-04-01,10,80,15,1015,2
1,43206,2020-04-02,14,74,11,1020,3
2,43206,2020-04-03,17,63,10,1018,4
3,43206,2020-04-04,18,66,5,1017,4
4,43206,2020-04-05,14,84,9,1019,3
5,43206,2020-04-06,17,70,8,1019,3
6,43206,2020-04-07,22,82,16,1010,4
7,43206,2020-04-08,20,80,12,1003,4
8,43206,2020-04-09,10,67,27,1004,2
9,43206,2020-04-10,7,64,23,1013,2
10,43206,2020-04-11,14,69,11,1017,3
11,43206,2020-04-12,16,75,18,1010,3
12,43206,2020-04-13,14,80,25,1005,3
13,43206,2020-04-14,7,58,12,1022,2
14,43206,2020-04-15,10,63,18,1019,2
15,43206,2020-04-16,9,61,14,1026,2
16,43206,2020-04-17,10,76,17,1018,2
17,43206,2020-04-18,11,73,16,1016,3
18,43206,2020-04-19,12,82,15,1011,2
19,43206,2020-04-20,15,71,12,1007,4
20,43206,2020-04-21,8,62,24,1010,3
21,43206,2020-04-22,14,61,9,1017,2
22,43206,2020-04-23,13,92,12,1008,3
23,43206,2020-04-24,17,83,13,1008,3
24,43206,2020-04-25,19,83,13,1010,4
25,43206,2020-04-26,12,89,21,1009,3
26,43206,2020-04-27,15,72,10,1021,3
27,43206,2020-04-28,21,79,18,1015,4
28,43206,2020-04-29,16,84,23,1005,4
29,43206,2020-04-30,11,89,20,1004,2
30,43206,2020-05-01,13,86,14,1014,3
31,43206,2020-05-02,23,84,18,1016,4
32,43206,2020-05-03,18,89,12,1012,4
33,43206,2020-05-04,14,77,13,1016,3
34,43206,2020-05-05,6,78,17,1013,2
35,43206,2020-05-06,12,75,18,1014,2
36,43206,2020-05-07,16,69,17,1015,3
37,43206,2020-05-08,9,88,16,1012,2
38,43206,2020-05-09,9,65,15,1022,2
39,43206,2020-05-10,14,77,19,1018,3
40,43206,2020-05-11,8,81,19,1020,2
41,43206,2020-05-12,12,73,11,1025,2
42,43206,2020-05-13,18,73,6,1026,4
43,43206,2020-05-14,22,89,18,1019,4
44,43206,2020-05-15,21,87,21,1014,4
45,43206,2020-05-16,19,96,12,1014,4
46,43206,2020-05-17,23,87,20,1012,5
47,43206,2020-05-18,19,95,17,1009,4
48,43206,2020-05-19,16,95,29,1012,3
49,43206,2020-05-20,8,94,20,1021,2
50,43206,2020-05-21,14,96,18,1020,3
51,43206,2020-05-22,22,89,8,1017,4
52,43206,2020-05-23,24,82,5,1016,6
53,43206,2020-05-24,27,86,8,1016,5
54,43206,2020-05-25,29,82,7,1017,6
55,43206,2020-05-26,28,80,11,1017,6
56,43206,2020-05-27,25,80,13,1017,6
57,43206,2020-05-28,26,87,12,1013,5
58,43206,2020-05-29,23,89,17,1013,5
59,43206,2020-05-30,20,80,10,1018,4
60,43206,2020-05-31,17,79,12,1024,4
