,location,date_time,tempC,humidity,windspeedKmph,pressure,uvIndex
0,92013,2020-04-01,19,73,11,1010,5
1,92013,2020-04-02,17,73,15,1013,5
2,92013,2020-04-03,17,72,8,1013,5
3,92013,2020-04-04,17,74,15,1011,4
4,92013,2020-04-05,16,74,14,1012,4
5,92013,2020-04-06,15,82,24,1013,3
6,92013,2020-04-07,15,81,10,1016,3
7,92013,2020-04-08,15,66,13,1016,3
8,92013,2020-04-09,16,73,14,1018,3
9,92013,2020-04-10,14,79,13,1015,3
10,92013,2020-04-11,16,72,8,1015,5
11,92013,2020-04-12,15,78,11,1016,3
12,92013,2020-04-13,16,79,11,1018,4
13,92013,2020-04-14,18,76,11,1019,5
14,92013,2020-04-15,24,53,7,1016,6
15,92013,2020-04-16,19,70,9,1013,5
16,92013,2020-04-17,16,74,11,1014,4
17,92013,2020-04-18,17,73,14,1017,4
18,92013,2020-04-19,16,73,13,1016,5
19,92013,2020-04-20,17,77,14,1017,4
20,92013,2020-04-21,18,69,9,1017,5
21,92013,2020-04-22,22,64,7,1018,6
22,92013,2020-04-23,24,58,6,1014,6
23,92013,2020-04-24,26,59,7,1012,6
24,92013,2020-04-25,25,63,7,1014,6
25,92013,2020-04-26,25,63,6,1013,6
26,92013,2020-04-27,23,71,9,1013,6
27,92013,2020-04-28,22,74,7,1014,6
28,92013,2020-04-29,21,80,8,1014,6
29,92013,2020-04-30,20,81,7,1012,5
30,92013,2020-05-01,21,76,8,1012,6
31,92013,2020-05-02,22,69,11,1015,6
32,92013,2020-05-03,21,72,10,1015,6
33,92013,2020-05-04,22,72,8,1014,6
34,92013,2020-05-05,25,61,8,1013,6
35,92013,2020-05-06,26,54,8,1012,6
36,92013,2020-05-07,25,57,6,1011,6
37,92013,2020-05-08,24,62,8,1011,6
38,92013,2020-05-09,22,74,8,1012,5
39,92013,2020-05-10,21,78,10,1013,6
40,92013,2020-05-11,19,72,12,1014,5
41,92013,2020-05-12,20,70,12,1015,4
42,92013,2020-05-13,19,68,12,1015,4
43,92013,2020-05-14,21,67,12,1014,4
44,92013,2020-05-15,22,69,13,1011,6
45,92013,2020-05-16,22,71,11,1010,5
46,92013,2020-05-17,21,74,13,1011,6
47,92013,2020-05-18,21,78,14,1013,5
48,92013,2020-05-19,18,66,19,1015,5
49,92013,2020-05-20,20,63,9,1015,5
50,92013,2020-05-21,21,67,8,1012,6
51,92013,2020-05-22,20,73,11,1011,5
52,92013,2020-05-23,19,69,12,1012,5
53,92013,2020-05-24,20,75,8,1012,5
54,92013,2020-05-25,22,73,8,1012,6
55,92013,2020-05-26,23,64,9,1011,6
56,92013,2020-05-27,24,66,9,1012,6
57,92013,2020-05-28,22,77,8,1013,6
58,92013,2020-05-29,20,79,10,1014,5
59,92013,2020-05-30,20,73,14,1014,4
60,92013,2020-05-31,20,78,12,1012,5
