,location,date_time,tempC,humidity,windspeedKmph,pressure,uvIndex
0,92648,2020-04-01,20,73,11,1010,5
1,92648,2020-04-02,18,77,14,1013,5
2,92648,2020-04-03,19,74,10,1013,5
3,92648,2020-04-04,17,75,17,1011,5
4,92648,2020-04-05,15,75,16,1011,3
5,92648,2020-04-06,15,77,16,1013,3
6,92648,2020-04-07,15,74,10,1016,3
7,92648,2020-04-08,14,64,13,1016,3
8,92648,2020-04-09,14,74,12,1018,3
9,92648,2020-04-10,15,75,9,1015,3
10,92648,2020-04-11,18,76,9,1015,5
11,92648,2020-04-12,15,81,11,1016,3
12,92648,2020-04-13,17,77,10,1018,4
13,92648,2020-04-14,22,64,11,1020,5
14,92648,2020-04-15,24,47,8,1016,6
15,92648,2020-04-16,20,71,10,1012,5
16,92648,2020-04-17,16,73,10,1014,4
17,92648,2020-04-18,16,74,14,1017,4
18,92648,2020-04-19,16,73,11,1017,4
19,92648,2020-04-20,17,78,12,1017,4
20,92648,2020-04-21,20,70,8,1018,5
21,92648,2020-04-22,23,60,9,1018,6
22,92648,2020-04-23,27,59,6,1014,7
23,92648,2020-04-24,28,52,10,1013,7
24,92648,2020-04-25,29,59,8,1014,7
25,92648,2020-04-26,26,62,6,1013,6
26,92648,2020-04-27,25,69,9,1014,6
27,92648,2020-04-28,25,73,7,1015,6
28,92648,2020-04-29,23,78,7,1014,6
29,92648,2020-04-30,24,79,8,1012,6
30,92648,2020-05-01,24,73,9,1013,6
31,92648,2020-05-02,23,68,11,1015,6
32,92648,2020-05-03,23,71,11,1016,6
33,92648,2020-05-04,24,69,8,1015,6
34,92648,2020-05-05,27,54,8,1014,7
35,92648,2020-05-06,28,51,8,1012,7
36,92648,2020-05-07,28,55,6,1011,7
37,92648,2020-05-08,26,60,7,1011,7
38,92648,2020-05-09,24,72,8,1013,5
39,92648,2020-05-10,22,76,9,1013,6
40,92648,2020-05-11,20,71,11,1014,5
41,92648,2020-05-12,20,68,14,1015,5
42,92648,2020-05-13,21,66,12,1015,5
43,92648,2020-05-14,22,68,13,1014,6
44,92648,2020-05-15,23,68,13,1011,6
45,92648,2020-05-16,21,71,11,1010,5
46,92648,2020-05-17,23,74,13,1012,6
47,92648,2020-05-18,19,78,16,1014,4
48,92648,2020-05-19,19,64,20,1015,5
49,92648,2020-05-20,20,67,12,1016,5
50,92648,2020-05-21,23,64,10,1013,6
51,92648,2020-05-22,20,73,15,1011,5
52,92648,2020-05-23,21,74,13,1012,5
53,92648,2020-05-24,23,75,9,1012,6
54,92648,2020-05-25,25,68,8,1012,6
55,92648,2020-05-26,25,61,8,1012,6
56,92648,2020-05-27,25,66,8,1012,6
57,92648,2020-05-28,24,75,8,1013,6
58,92648,2020-05-29,22,80,8,1014,6
59,92648,2020-05-30,21,72,12,1014,4
60,92648,2020-05-31,22,73,11,1013,6
