,location,date_time,tempC,humidity,windspeedKmph,pressure,uvIndex
0,1077,2020-04-01,10,71,11,1010,2
1,1077,2020-04-02,8,80,21,1005,2
2,1077,2020-04-03,8,88,20,1005,2
3,1077,2020-04-04,11,81,10,1016,2
4,1077,2020-04-05,14,80,6,1017,3
5,1077,2020-04-06,14,55,14,1016,4
6,1077,2020-04-07,16,54,9,1011,4
7,1077,2020-04-08,13,81,7,1001,3
8,1077,2020-04-09,11,84,16,993,2
9,1077,2020-04-10,7,66,23,993,2
10,1077,2020-04-11,9,62,16,1011,3
11,1077,2020-04-12,15,61,10,1021,3
12,1077,2020-04-13,17,90,24,1007,3
13,1077,2020-04-14,12,60,11,1016,2
14,1077,2020-04-15,8,54,12,1013,3
15,1077,2020-04-16,6,60,14,1017,2
16,1077,2020-04-17,9,60,11,1021,2
17,1077,2020-04-18,5,94,10,1009,1
18,1077,2020-04-19,15,64,15,1009,4
19,1077,2020-04-20,11,64,9,1005,2
20,1077,2020-04-21,12,80,17,1001,2
21,1077,2020-04-22,7,51,19,1009,1
22,1077,2020-04-23,13,55,8,1016,2
23,1077,2020-04-24,8,88,8,1010,2
24,1077,2020-04-25,16,74,4,1017,3
25,1077,2020-04-26,8,79,14,1015,2
26,1077,2020-04-27,6,95,18,1012,2
27,1077,2020-04-28,14,75,9,1020,2
28,1077,2020-04-29,17,69,10,1024,3
29,1077,2020-04-30,11,90,15,1020,2
30,1077,2020-05-01,18,93,11,1006,3
31,1077,2020-05-02,19,64,14,1012,5
32,1077,2020-05-03,22,72,10,1006,4
33,1077,2020-05-04,16,62,17,1005,3
34,1077,2020-05-05,13,52,14,1011,3
35,1077,2020-05-06,15,73,7,1010,3
36,1077,2020-05-07,16,67,10,1007,3
37,1077,2020-05-08,13,74,11,1007,2
38,1077,2020-05-09,7,59,26,1007,1
39,1077,2020-05-10,14,59,16,1015,3
40,1077,2020-05-11,12,87,12,1010,3
41,1077,2020-05-12,11,58,17,1015,3
42,1077,2020-05-13,13,51,15,1024,3
43,1077,2020-05-14,18,52,9,1024,5
44,1077,2020-05-15,25,85,17,1012,4
45,1077,2020-05-16,25,70,11,1017,6
46,1077,2020-05-17,15,90,9,1018,3
47,1077,2020-05-18,13,92,6,1022,3
48,1077,2020-05-19,17,60,15,1025,3
49,1077,2020-05-20,20,57,8,1030,5
50,1077,2020-05-21,22,54,7,1028,5
51,1077,2020-05-22,25,74,9,1020,6
52,1077,2020-05-23,18,88,10,1018,3
53,1077,2020-05-24,20,61,11,1025,5
54,1077,2020-05-25,23,82,7,1023,4
55,1077,2020-05-26,28,79,7,1022,6
56,1077,2020-05-27,29,74,10,1022,6
57,1077,2020-05-28,23,87,12,1021,5
58,1077,2020-05-29,28,85,15,1015,5
59,1077,2020-05-30,25,69,13,1011,6
60,1077,2020-05-31,18,53,15,1017,5
